,R²,MAE,MSE,RMSE,Set,Modelo
0,0.8655227158488787,1.3246767602243674,4.438722270493814,2.1068275369602074,Train,LinearRegression
1,0.887130555557865,1.2516156118659074,3.7159398422059526,1.9276773179673907,Test,LinearRegression
