,MAE,MSE,RMSE,R2,set,modelo
0,0.446749084104164,0.8407046912462884,0.916899498989005,0.8405642361525425,test,Random Forest Regressor
1,0.4176346885936164,0.6663193554345587,0.8162838693950523,0.8821477384809162,train,Random Forest Regressor
