,year,country,age,species_,month,dead,gender,specie,edad
41,2017,australia,17,White shark,Apr,Y,F,white,17.0
42,2017,usa,28,"Tiger shark, 12'",Apr,N,M,tiger,28.0
43,2017,usa,17,"Bull shark, 5' to 7'",Apr,N,F,bull,17.0
44,2017,australia,55,"Bull shark, 4 m",Jan,N,M,bull,55.0
45,2017,indonesia,48,"Bull shark, 1 m",Jan,N,M,bull,48.0
46,2017,australia,20,Shark involvement not confirmed,Jan,,M,unspecified,20.0
47,2016,south africa,55,"White shark, 4 m",Dec,N,M,white,55.0
48,2016,usa,19,Shark involvement not confirmed,Dec,,M,unspecified,19.0
49,2016,australia,20,"Wobbegong shark, 2m",Dec,N,M,unspecified,20.0
50,2016,australia,65,White shark,Dec,N,M,white,65.0
51,2016,australia,73,"Broadnose sevengill shark, 1.5 m",Nov,N,M,unspecified,73.0
52,2016,usa,58,Tiger shark,Nov,N,F,tiger,58.0
53,2016,usa,36, 6' to 8' shark,Oct,N,M,unspecified,36.0
54,2016,australia,17,"White shark, 3.5 m",Sep,N,M,white,17.0
55,2016,usa,60s,3' to 4' shark,Sep,N,M,unspecified,60.0
56,2016,usa,51,"Tiger shark, 10'",Sep,N,F,tiger,51.0
57,2016,usa,25,"Bull shark, 6'",Aug,N,M,bull,25.0
58,2016,usa,21,"Tiger shark, 10' ",Aug,N,M,tiger,21.0
59,2016,spain,40,Blue shark,Jul,N,M,unspecified,40.0
60,2016,australia,31,"reef shark, 1m",Jul,N,M,unspecified,31.0
61,2016,usa,61,"White shark, 10' to 12'",Jul,N,M,white,61.0
62,2016,usa,59,dogfish shark,Jul,N,M,unspecified,59.0
63,2016,australia,34,Tawny nurse shark,Jul,N,M,unspecified,34.0
64,2016,usa,42,3' to 5' shark,Jun,N,M,unspecified,42.0
65,2016,usa,6,3' to 4' shark,Jun,N,F,unspecified,6.0
66,2016,usa,19,3' shark,Jun,N,M,unspecified,19.0
67,2016,usa,27,Said to involve an 8' shark but more likely damage caused by debris,Jun,,M,unspecified,27.0
68,2016,australia,60,3+ m shark,Jun,Y,F,unspecified,60.0
69,2016,egypt,23,Mako shark,Jun,N,M,unspecified,23.0
70,2016,australia,29,White shark,May,Y,M,white,29.0
71,2016,usa,13,5' shark,May,N,M,unspecified,13.0
72,2016,usa,22,"Bull shark, 4' to 5'",May,N,F,bull,22.0
73,2016,usa,48,"Blacktip shark, 4'",May,N,M,unspecified,48.0
74,2016,usa,23,"Nurse shark, 2'",May,N,F,unspecified,23.0
75,2016,new zealand,39,"Mako shark, 1.5 m [5'] ",May,N,M,unspecified,39.0
76,2016,indonesia,24,"Bull shark, 6'",Apr,N,M,bull,24.0
77,2016,australia,12,Wobbegong shark,Apr,N,M,unspecified,12.0
78,2016,french polynesia,22,"Grey reef shark, 2 m",Apr,,M,grey,22.0
79,2016,french polynesia,26,"Grey reef shark, 2 m",Apr,N,M,grey,26.0
80,2016,new caledonia,69,"Tiger shark, 2.5 m",Apr,Y,F,tiger,69.0
81,2016,usa,48,"Tiger shark, 14'",Jan,N,M,tiger,48.0
82,2016,australia,11,Blacktip shark,Jan,N,M,unspecified,11.0
83,2016,australia,31,3 m shark,Jan,N,M,unspecified,31.0
84,2015,usa,71,9' shark,Dec,N,M,unspecified,71.0
85,2015,australia,43,"Bronze whaler shark, 6'",Dec,N,M,unspecified,43.0
86,2015,ecuador,55,Galapagos shark,Nov,N,M,unspecified,55.0
87,2015,australia,20,"Bull shark, 2.8 to 3.1 m",Nov,N,M,bull,20.0
88,2015,usa,9,Shark involvement not confirmed,Nov,,F,unspecified,9.0
89,2015,usa,28,3' to 5' shark,Nov,N,F,unspecified,28.0
90,2015,south africa,42,"White shark, 3 to 3.5m ",Oct,N,M,white,42.0
91,2015,usa,21,5' shark,Oct,N,M,unspecified,21.0
92,2015,usa,21,"Spinner shark, 5'",Oct,N,M,unspecified,21.0
93,2015,usa,32,No shark involvement,Oct,,M,unspecified,32.0
94,2015,usa,44,"Tiger shark, 7'",Oct,N,M,tiger,44.0
95,2015,usa,25,"Tiger shark, 13' ",Oct,N,M,tiger,25.0
96,2015,usa,13,4' to 5' shark,Oct,N,M,unspecified,13.0
97,2015,usa,14,"Blacktip shark, 4' to 5'",Oct,N,M,unspecified,14.0
98,2015,usa,22,"Blacktip shark, 5' to 6'",Sep,N,M,unspecified,22.0
99,2015,usa,14,juvenile shark,Sep,N,M,unspecified,14.0
100,2015,usa,27,"Tiger shark, 13'",Sep,N,M,tiger,27.0
101,2015,usa,12,4' shark,Sep,N,M,unspecified,12.0
102,2015,australia,42,6' shark,Sep,N,M,unspecified,42.0
103,2015,usa,50,"White shark, 11' to 12'",Sep,N,F,white,50.0
104,2015,usa,29,Hammerhead shark.,Sep,N,M,unspecified,29.0
105,2015,australia,62,"White shark, 2.5 m",Sep,N,M,white,62.0
106,2015,thailand,37,small shark,Sep,N,F,unspecified,37.0
107,2015,usa,54,"White shark, 11' to 12'",Aug,N,F,white,54.0
108,2015,usa,21,"White shark, 10' to 12' ",Aug,N,M,white,21.0
109,2015,usa,15,4' shark,Aug,N,M,unspecified,15.0
110,2015,usa,10,3' shark,Aug,N,F,unspecified,10.0
111,2015,usa,22,"White shark, 13'",Aug,N,M,white,22.0
112,2015,spain,10,Shark involvement not confirmed,Aug,,M,unspecified,10.0
113,2015,usa,57,Hammerhead shark. 6' to 7',Aug,N,M,unspecified,57.0
114,2015,australia,52,White shark,Jul,N,M,white,52.0
115,2015,usa,25,"Blacktip or spinner shark, 4'",Jul,N,M,unspecified,25.0
116,2015,usa,35,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",Jul,,F,unspecified,35.0
117,2015,australia,46,"White shark, 3.9 to 4.2 m",Jul,Y,M,white,46.0
118,2015,usa,38,"White shark, 7'",Jul,N,M,white,38.0
120,2015,australia,32,White shark,Jul,N,M,white,32.0
121,2015,usa,68,6' to 7' shark,Jul,N,M,unspecified,68.0
122,2015,usa,12,4' to 5' shark,Jun,N,M,unspecified,12.0
123,2015,usa,18,Bull shark,Jun,N,M,bull,18.0
124,2015,south africa,19,White shark,Jun,N,M,white,19.0
125,2015,south africa,23,"White shark, 2m to 3 m",Jun,N,M,white,23.0
126,2015,usa,43,4' shark,Jun,N,M,unspecified,43.0
127,2015,usa,6,Sandtiger shark,Jun,N,M,tiger,6.0
128,2015,australia,37,White shark,Jun,N,F,white,37.0
129,2015,usa,16,Bull shark,Jun,N,M,bull,16.0
130,2015,usa,12,Bull shark,Jun,N,F,bull,12.0
131,2015,usa,13,4' shark,Jun,N,F,unspecified,13.0
132,2015,usa,11,"Bull shark, 5'",Jun,N,M,bull,11.0
133,2015,reunion,47,"Bull shark, 2.5 m",Jun,N,M,bull,47.0
134,2015,french polynesia,19,1m to 1.2 m shark,May,N,M,unspecified,19.0
135,2015,usa,18,5' shark,May,N,M,unspecified,18.0
136,2015,south africa,29,"White shark, 3.5 m",May,N,M,white,29.0
137,2015,usa,63,3- to 4-foot shark,Apr,N,M,unspecified,63.0
138,2015,australia,26,"White shark, 6 m",Apr,N,M,white,26.0
139,2015,australia,71,"White shark, 3 m",Jun,N,M,white,71.0
140,2015,reunion,13,Bull shark,Apr,Y,M,bull,13.0
141,2015,usa,70,Bull shark,Apr,N,M,bull,70.0
142,2015,brazil,23,No shark involvement,Mar,,M,unspecified,23.0
143,2015,usa,58,"Tiger shark, 8 to 12 feet",Mar,N,M,tiger,58.0
144,2015,french polynesia,9,Blacktip shark,Mar,N,M,unspecified,9.0
145,2015,reunion,22,"Tiger shark, 3.5 m",Feb,Y,F,tiger,22.0
146,2015,australia,41,3.5 to 4 m shark,Feb,Y,M,unspecified,41.0
147,2015,australia,35,2 m to  3 m shark,Feb,N,M,unspecified,35.0
148,2015,australia,57,"Bull shark, 1.3 m",Jan,N,M,bull,57.0
149,2015,usa,20,4' shark,Jan,N,M,unspecified,20.0
150,2015,bahamas,34,White shark or oceanic whitetip shark,Jan,N,F,white,34.0
151,2015,south africa,15,"Raggedtooth shark, 1.3 m",Jan,N,M,unspecified,15.0
152,2014,australia,17,"White shark, 4 to 5 m",Dec,Y,M,white,17.0
153,2014,usa,50,"White shark, 8' to 10'",Dec,N,M,white,50.0
154,2014,australia,40s,1.5 m shark,Dec,N,M,unspecified,40.0
155,2014,australia,17,Tiger shark,Dec,Y,M,tiger,17.0
156,2014,usa,44,2' shark,Nov,N,M,unspecified,44.0
157,2014,usa,53,1.5 m shark,Nov,N,M,unspecified,53.0
158,2014,usa,34,"Tiger shark, 12'",Oct,N,F,tiger,34.0
159,2014,australia,13,1 m shark,Oct,N,F,unspecified,13.0
160,2014,usa,29,Blacktip shark,Oct,N,M,unspecified,29.0
161,2014,usa,15,Blacktip shark,Oct,N,M,unspecified,15.0
162,2014,usa,28,8' to 10' shark,Oct,N,M,unspecified,28.0
163,2014,australia,23,"2 white shark: 13' & 9""8""",Oct,N,M,white,23.0
164,2014,australia,50,7' shark,Sep,Y,M,unspecified,50.0
165,2014,usa,43,Bull shark,Sep,N,M,bull,43.0
166,2014,usa,20s,"White shark, 12' to 14'",Sep,N,F,white,20.0
167,2014,usa,52,3' to 4' shark,Sep,N,M,unspecified,52.0
168,2014,usa,13,Spinner shark,Aug,N,F,unspecified,13.0
169,2014,usa,7," Bull shark, 5'",Aug,N,M,bull,7.0
170,2014,usa,10,4' tp 5' shark,Aug,N,M,unspecified,10.0
171,2014,south africa,20,White shark,Aug,N,M,white,20.0
172,2014,usa,61,6' to 8' shark,Jul,N,M,unspecified,61.0
173,2014,usa,39,4' shark,Jul,N,M,unspecified,39.0
174,2014,bahamas,63,Shark involvement not confirmed,Jul,,M,unspecified,63.0
175,2014,usa,19,4' to 5' shark,Jul,N,M,unspecified,19.0
176,2014,usa,16," Sandbar shark, 3' to 4'",Jun,N,M,unspecified,16.0
177,2014,australia,39,"Bronze whaler shark, 1.5m",Jun,N,M,unspecified,39.0
178,2014,usa,22,Bull shark,Jun,N,F,bull,22.0
179,2014,australia,35," white shark, 15' ",May,N,M,white,35.0
180,2014,usa,40,4' to 5' shark,May,N,F,unspecified,40.0
181,2014,usa,23,3' shark,May,N,M,unspecified,23.0
182,2014,australia,63,3 m to 4 m white shark,Apr,Y,F,white,63.0
183,2014,australia,38,Shark involvement prior to death not confirmed,Mar,,M,unspecified,38.0
184,2014,south africa,66,2 m shark,Mar,Y,M,unspecified,66.0
185,2014,french polynesia,21,Blacktip reef shark ,Feb,N,M,unspecified,21.0
186,2014,new zealand,28,7-gill shark?,Feb,N,M,unspecified,28.0
187,2013,new caledonia,37,Reported to involve a bull shark,Dec,N,M,bull,37.0
188,2013,south africa,19,"White shark, 3m ",Dec,N,M,white,19.0
189,2013,usa,29,"Tiger shark, 10' to 12'",Dec,N,M,tiger,29.0
190,2013,usa,30,4' to 6' shark,Dec,N,M,unspecified,30.0
191,2013,australia,26," Wobbegong shark, 1.6 to 1.8m ",Dec,N,M,unspecified,26.0
192,2013,australia,19,"Tiger shark, 3m ",Nov,Y,M,tiger,19.0
193,2013,australia,35,Thought to involve a white shark,Nov,Y,M,white,35.0
194,2013,usa,25,"White shark, 10 '",Nov,N,M,white,25.0
195,2013,usa,46,Tiger shark,Oct,N,M,tiger,46.0
196,2013,australia,60,"Blacktip reef shark, 1m",Oct,N,F,unspecified,60.0
197,2013,reunion,24,Thought to involve a bull shark,Oct,N,M,bull,24.0
198,2013,australia,41,Wobbegong shark,Oct,N,M,unspecified,41.0
199,2013,usa,45,"Whitetip reef shark, 4' to 6'",Oct,N,M,white,45.0
200,2013,usa,25,Tiger shark,Oct,N,M,tiger,25.0
201,2013,usa,6,Nurse shark?,Oct,N,M,unspecified,6.0
202,2013,south africa,74,White shark,Oct,Y,M,white,74.0
203,2013,australia,55,White shark,Oct,N,M,white,55.0
204,2013,usa,45,"White shark, 8' to 10'",Oct,N,M,white,45.0
205,2013,usa,21,Bull shark,Sep,N,M,bull,21.0
206,2013,usa,13,3' shark,Sep,N,F,unspecified,13.0
207,2013,usa,43,3' shark,Sep,N,M,unspecified,43.0
208,2013,usa,25,3' shark,Sep,N,M,unspecified,25.0
209,2013,usa,9,4' shark,Sep,N,M,unspecified,9.0
210,2013,usa,20,Tiger shark?,Aug,Y,F,tiger,20.0
211,2013,usa,10,"Bull shark, 8'",Aug,N,M,bull,10.0
212,2013,usa,17,"Bull shark, 6' to 8'",Aug,N,M,bull,17.0
213,2013,bahamas,40,6' shark,Jul,N,M,unspecified,40.0
214,2013,usa,18,"Tiger shark, 8' to 10' ",Jul,N,M,tiger,18.0
215,2013,bahamas,64,Nurse shark,Jul,N,M,unspecified,64.0
216,2013,usa,14,4' to 5' shark,Jun,N,M,unspecified,14.0
217,2013,usa,28,"Tiger shark, 14'",Jun,N,M,tiger,28.0
218,2013,usa,10,4' to 5' shark,Jun,N,F,unspecified,10.0
219,2013,ecuador,29,Galapagos shark,May,N,M,unspecified,29.0
220,2013,reunion,36,Bull shark,May,Y,M,bull,36.0
221,2013,usa,16,a small shark,May,N,M,unspecified,16.0
222,2013,mexico,34,Tiger shark,Apr,N,F,tiger,34.0
223,2013,australia,51,"Grey nurse shark, 3m",Apr,N,M,grey,51.0
224,2013,usa,9,3' shark,Apr,N,M,unspecified,9.0
225,2013,usa,21,Bull shark,Apr,N,M,bull,21.0
226,2013,french polynesia,53,Possibly a blacktip reef shark,Apr,N,M,unspecified,53.0
227,2013,usa,58,4' shark,Apr,N,M,unspecified,58.0
228,2013,south africa,30,"Raggedtooth shark, 1.5 m",Mar,N,M,unspecified,30.0
229,2013,jamaica,68,"Tiger shark, 4.8 m",Mar,Y,M,tiger,68.0
230,2013,australia,28,"Bronze whaler shark, 2.5m",Mar,N,M,unspecified,28.0
231,2013,new zealand,46,"White shark, 4m",Feb,Y,M,white,46.0
232,2013,usa,16,"Blacktip shark, 4' to 5'",Feb,N,M,unspecified,16.0
233,2013,french polynesia,48,Lemon shark,Feb,N,M,lemon,48.0
234,2013,usa,43,"Tiger shark, 15'",Jan,N,M,tiger,43.0
235,2012,australia,23,2.5 m shark,Dec,N,M,unspecified,23.0
236,2012,australia,29,"Bull shark, 2m ",Dec,N,M,bull,29.0
237,2012,australia,32,"Tiger shark, 6'",Dec,N,M,tiger,32.0
238,2012,usa,60,10' shark,Dec,N,M,unspecified,60.0
239,2012,australia,31,Sandtiger shark,Dec,N,M,tiger,31.0
240,2012,usa,61,"Tiger shark, 10'",Nov,N,M,tiger,61.0
241,2012,mexico,32,2.5 m shark,Nov,Y,M,unspecified,32.0
242,2012,usa,14,2' to 3' shark,Nov,N,M,unspecified,14.0
243,2012,usa,30,"Tiger shark, 15'",Nov,N,M,tiger,30.0
244,2012,usa,43,"Tiger shark, 8'",Nov,N,M,tiger,43.0
245,2012,usa,25,White shark,Oct,N,M,white,25.0
246,2012,usa,51,"Tiger shark, 10' to 12' ",Oct,N,F,tiger,51.0
247,2012,usa,39,"White shark, 15' to 16' ",Oct,Y,M,white,39.0
248,2012,usa,55,6' to 8' shark,Oct,N,M,unspecified,55.0
249,2012,australia,11,2m shark,Oct,N,M,unspecified,11.0
250,2012,usa,21,5' shark,Sep,N,M,unspecified,21.0
251,2012,usa,22,4' shark,Sep,N,M,unspecified,22.0
252,2012,usa,8,3.5' to 4' shark,Sep,N,F,unspecified,8.0
253,2012,usa,56,3.5' to 4' shark,Sep,N,F,unspecified,56.0
254,2012,usa,56,"Lemon shark, 4' to 5' ",Aug,N,M,lemon,56.0
255,2012,australia,48,White shark or bronze whaler,Jul,N,M,white,48.0
256,2012,usa,50,Thought to involve a white shark,Jul,N,M,white,50.0
257,2012,australia,24,"White shark, 5m",Jul,Y,M,white,24.0
258,2012,usa,52,14' to 18'shark,Jul,N,M,unspecified,52.0
259,2012,south africa,29,15' shark,Jul,N,M,unspecified,29.0
260,2012,usa,6,possibly a bull shark,Jun,N,M,bull,6.0
261,2012,usa,16,a small reef shark,Jun,N,F,unspecified,16.0
262,2012,australia,62,3 m shark,Jun,N,M,unspecified,62.0
263,2012,usa,23,Nurse shark,Jun,N,M,unspecified,23.0
264,2012,usa,18,small blacktip shark?,Jun,N,F,unspecified,18.0
265,2012,usa,16,Blacktip shark ,Jun,N,M,unspecified,16.0
266,2012,australia,42,1.5 m shark,Jun,N,M,unspecified,42.0
267,2012,italy,57,"Blue shark, 2.5m",Jun,,M,unspecified,57.0
268,2012,australia,30,"White shark, 2 m",Jun,N,M,white,30.0
269,2012,usa,33,"18"" to 24"" shark",May,N,F,unspecified,33.0
270,2012,mexico,46,"Bull shark, 3m",May,N,M,bull,46.0
271,2012,usa,22,4' to 5' shark,May,N,M,unspecified,22.0
272,2012,usa,30,White shark,May,N,M,white,30.0
273,2012,usa,15,White shark,May,N,F,white,15.0
274,2012,usa,28,5' shark,Apr,N,M,unspecified,28.0
275,2012,south africa,20,"White shark, 4 m to 5m ",Apr,Y,M,white,20.0
276,2012,usa,28,"Tiger shark, 10'  ",Apr,N,M,tiger,28.0
277,2012,australia,33,"White shark, 4m ",Mar,Y,M,white,33.0
278,2012,australia,20,Possibly a bull shark,Mar,N,M,bull,20.0
279,2012,usa,61,Possibly a 5' to 6' bull shark,Mar,N,M,bull,61.0
280,2012,usa,15,4' to 5' shark,Mar,N,F,unspecified,15.0
281,2012,usa,17,4' to 5' shark,Mar,N,M,unspecified,17.0
282,2012,australia,34,"Tawny nurse shark, 40cm",Mar,N,F,unspecified,34.0
283,2012,usa,19,4' shark,Mar,N,M,unspecified,19.0
284,2012,australia,26,"Tiger shark, 3m",Jan,N,M,tiger,26.0
285,2012,australia,44,"White shark, 2.7 m",Jan,N,M,white,44.0
286,2012,south africa,25,Thought to involve a bull shark,Jan,Y,M,bull,25.0
287,2012,australia,28,2 m shark,Jan,N,M,unspecified,28.0
288,2012,australia,34,Allegedly a 4 m tiger shark,Jan,N,M,tiger,34.0
289,2011,australia,51,"White shark, 2.5m",Dec,N,M,white,51.0
290,2011,australia,10,Wobbegong shark?,Nov,N,M,unspecified,10.0
291,2011,australia,32,"White shark, 10'",Oct,Y,M,white,32.0
292,2011,australia,50,"Port Jackson shark, 1m",Oct,N,M,unspecified,50.0
293,2011,usa,27,No shark involvement,Sep,,M,unspecified,27.0
294,2011,south africa,43,White shark,Sep,N,M,white,43.0
295,2011,usa,21,"Bull shark, 6'",Sep,N,M,bull,21.0
296,2011,usa,25,4' to 6' shark,Sep,N,M,unspecified,25.0
297,2011,papua new guinea,30,"Tiger shark, 2m",Sep,N,M,tiger,30.0
298,2011,australia,21,White shark,Sep,Y,M,white,21.0
299,2011,usa,19,"6' shark, possibly a blactip or spinner shark",Sep,N,M,unspecified,19.0
300,2011,usa,19,6' shark,Aug,N,M,unspecified,19.0
301,2011,australia,48,Shark involvement prior to death not confirmed,Aug,,M,unspecified,48.0
302,2011,south africa,49,"White shark, >6'",Aug,Y,M,white,49.0
303,2011,usa,20s,Possibly a 5' to 6' sandtiger shark,Aug,N,F,tiger,20.0
304,2011,russia,25,4 m shark,Aug,N,M,unspecified,25.0
305,2011,french polynesia,32,Grey reef shark ,Aug,N,M,grey,32.0
306,2011,seychelles,30,"Bull shark, 6'",Aug,Y,M,bull,30.0
307,2011,south africa,29,"White shark, 3m to 4m",Jul,N,M,white,29.0
308,2011,south africa,22,"Bull shark, 3m female",Jun,N,M,bull,22.0
309,2011,usa,10,"Bull shark, 6'",Jun,N,F,bull,10.0
310,2011,usa,28,"Blacktip shark, 4'",Jun,N,M,unspecified,28.0
311,2011,usa,19,3' to 4' shark,Jun,N,M,unspecified,19.0
312,2011,south africa,28,Zambesi shark,May,Y,M,unspecified,28.0
313,2011,new caledonia,15," Tiger shark, 2.8m",May,Y,M,tiger,15.0
314,2011,australia,17,"reef shark, 1.5m",Apr,N,M,unspecified,17.0
315,2011,usa,49,1' to 2' shark,Apr,N,M,unspecified,49.0
316,2011,new zealand,41,possibly a bronze whaler shark,Apr,N,M,unspecified,41.0
317,2011,australia,48,"Bull shark, 2.5m",Mar,N,M,bull,48.0
318,2011,australia,24,3 m to 4 m shark,Mar,N,F,unspecified,24.0
319,2011,australia,36,"Bull shark, 2m",Feb,N,M,bull,36.0
320,2011,new caledonia,21,1.5 m shark,Feb,N,M,unspecified,21.0
321,2011,australia,49,White shark x 2,Feb,Y,M,white,49.0
322,2011,mexico,38,6' shark,Jan,N,F,unspecified,38.0
323,2011,bahamas,55,Caribbean reef shark,Jan,N,M,unspecified,55.0
324,2011,australia,7,Shark involvement not confirmed,Jan,,F,unspecified,7.0
325,2010,usa,16,6' shark,Dec,N,M,unspecified,16.0
326,2010,egypt,70,"Oceanic whitetip shark, 2.5m ",Dec,Y,F,white,70.0
327,2010,egypt,54,Mako shark ,Dec,N,M,unspecified,54.0
328,2010,egypt,46,Mako shark,Dec,N,M,unspecified,46.0
329,2010,egypt,70,"Oceanic whitetip shark, 2.5m, female",Nov,N,F,white,70.0
330,2010,egypt,48,"Oceanic whitetip shark, 2.5m, female",Nov,N,F,white,48.0
331,2010,australia,20,White shark,Oct,N,F,white,20.0
332,2010,usa,30,"Porbeagle shark, 8' ",Oct,N,M,unspecified,30.0
333,2010,usa,19,"White shark, 14' to 18' ",Oct,Y,M,white,19.0
334,2010,australia,22,"Bull shark, 1.4m ",Oct,N,M,bull,22.0
335,2010,usa,29,White shark,Sep,N,M,white,29.0
336,2010,australia,15,2m shark,Sep,N,M,unspecified,15.0
337,2010,australia,31,White shark,Aug,Y,M,white,31.0
338,2010,usa,37,3' to 4' shark,Aug,N,F,unspecified,37.0
339,2010,usa,10,Possibly a small blacktip shark,Jul,N,M,unspecified,10.0
340,2010,usa,13,"Sandtiger shark, 4' to 5'",Jul,N,F,tiger,13.0
341,2010,spain,9,Angel shark,Jul,N,M,unspecified,9.0
342,2010,usa,20,"Blue shark, 7'",Jul,N,M,unspecified,20.0
343,2010,usa,19,4' shark,Jul,N,M,unspecified,19.0
344,2010,usa,48,8' shark,Jul,N,M,unspecified,48.0
345,2010,vietnam,17,1 m shark,Jun,N,M,unspecified,17.0
346,2010,usa,18,4' shark,Jun,N,F,unspecified,18.0
347,2010,usa,49,"Lemon shark, 4'",May,N,M,lemon,49.0
348,2010,vietnam,58,20 to 30kg shark,May,N,F,unspecified,58.0
349,2010,vietnam,60,20 to 30kg shark,May,N,F,unspecified,60.0
350,2010,usa,10,4' shark,May,N,F,unspecified,10.0
351,2010,usa,29,"Lemon shark, 6'",Apr,N,M,lemon,29.0
352,2010,usa,68,14' shark,Apr,N,M,unspecified,68.0
353,2010,south africa,35,2 m shark,Apr,N,M,unspecified,35.0
354,2010,egypt,24,"Oceanic whitetip shark, 6'",Apr,N,M,white,24.0
355,2010,reunion,34,1.5 m shark,Mar,N,M,unspecified,34.0
356,2010,australia,60,2 m shark,Feb,N,F,unspecified,60.0
357,2010,australia,46,"Wobbegong shark, 1.6m",Feb,N,M,unspecified,46.0
358,2010,australia,18,"White shark, 2.5m",Feb,N,M,white,18.0
359,2010,guam,31,Invalid,Feb,,M,unspecified,31.0
360,2010,new zealand,14,1.5 m shark,Feb,N,F,unspecified,14.0
361,2010,south africa,37,White shark,Jan,Y,M,white,37.0
362,2009,mozambique,27,"Zambesi shark, 2m ",Dec,N,M,unspecified,27.0
363,2009,australia,18,"Bull shark, 3m",Dec,N,M,bull,18.0
364,2009,usa,58,"Sandtiger shark, 8'",Dec,N,M,tiger,58.0
365,2009,usa,49,Shark involvement not confirmed,Nov,,M,unspecified,49.0
366,2009,usa,10,6' shark,Nov,N,M,unspecified,10.0
367,2009,usa,31,Thresher shark,Nov,N,M,unspecified,31.0
368,2009,usa,18,4' shark,Nov,N,M,unspecified,18.0
369,2009,australia,25,2 m shark,Nov,N,M,unspecified,25.0
370,2009,australia,27,"White shark, 4m",Oct,N,M,white,27.0
371,2009,usa,54,6' to 8' shark,Oct,N,M,unspecified,54.0
372,2009,scotland,23,Angel shark,Oct,N,M,unspecified,23.0
373,2009,united kingdom,39,Spurdog,Oct,N,M,unspecified,39.0
374,2009,usa,60,Shark involvement prior to death not confirmed,Sep,Y,M,unspecified,60.0
375,2009,south africa,25,White shark,Aug,Y,M,white,25.0
376,2009,usa,22,"White shark, 5' to 6' juvenile ",Aug,N,F,white,22.0
377,2009,usa,56,Bull shark?,Aug,N,M,bull,56.0
378,2009,usa,43,"Nurse shark, 6'",Jul,N,F,unspecified,43.0
379,2009,australia,52,"Thought to involve a Bronze whale shark, 2m",Jun,N,M,unspecified,52.0
380,2009,usa,14,"Shark involvement probable, but not confirmed",Jun,,M,unspecified,14.0
381,2009,egypt,50,"Oceanic whitetip shark, 2.5 to 3m",Jun,Y,F,white,50.0
382,2009,taiwan,46,80 kg shark,May,N,M,unspecified,46.0
383,2009,usa,31,blacktip or spinner shark,May,N,M,unspecified,31.0
384,2009,usa,49,blacktip or spinner shark,May,N,M,unspecified,49.0
385,2009,usa,55,blacktip or spinner shark,May,N,M,unspecified,55.0
386,2009,guam,27,"Blacktip shark, 4'",May,N,M,unspecified,27.0
387,2009,usa,31,2' to 3' shark,Apr,N,M,unspecified,31.0
388,2009,australia,40,2' to 3' shark,Apr,N,M,unspecified,40.0
389,2009,south africa,24,Shark involvement not confirmed,Apr,,M,unspecified,24.0
390,2009,australia,17,Bronze whaler shark?,Mar,N,M,unspecified,17.0
391,2009,usa,17,3' to 4' shark,Mar,N,F,unspecified,17.0
392,2009,usa,61,Thought to involve a cookie cutter shark,Mar,N,M,unspecified,61.0
393,2009,south africa,40,"Blue shark, 1m",Mar,N,M,unspecified,40.0
394,2009,australia,15,2.6 m shark,Mar,N,M,unspecified,15.0
395,2009,australia,33,"White shark, 2.5m ",Feb,N,M,white,33.0
396,2009,australia,31,"Bull shark, 2.7 m ",Feb,N,M,bull,31.0
397,2009,australia,41,"White shark, 12' ",Feb,N,M,white,41.0
398,2009,cuba,15,Bull shark,Jan,N,M,bull,15.0
399,2009,south africa,25,Tiger shark,Jan,Y,M,tiger,25.0
400,2009,australia,24,"Dusky shark, 2m",Jan,N,M,unspecified,24.0
401,2009,australia,13,"White shark, 5m",Jan,N,F,white,13.0
402,2009,australia,31,"White shark, 3.5m",Jan,N,M,white,31.0
403,2009,new zealand,49,Broadnose sevengill shark,Jan,N,M,unspecified,49.0
404,2008,australia,29,"White shark, 4m to 5m ",Dec,N,M,white,29.0
405,2008,australia,51,4 to 5m white shark,Dec,Y,M,white,51.0
406,2008,south africa,15,"Raggedtooth shark, 2m",Dec,N,M,unspecified,15.0
407,2008,australia,34,"Grey nurse shark, 3m",Oct,N,M,grey,34.0
408,2008,croatia,43,5 m white shark,Oct,N,M,white,43.0
409,2008,usa,40,+3' shark,Sep,N,M,unspecified,40.0
410,2008,australia,43,Bronze whaler shark,Sep,N,M,unspecified,43.0
411,2008,usa,40,Tiger shark,Sep,N,M,tiger,40.0
412,2008,australia,51,3 m shark,Sep,N,M,unspecified,51.0
413,2008,usa,52,4' shark,Sep,N,M,unspecified,52.0
414,2008,usa,27,Shark involvement not confirmed,Aug,,M,unspecified,27.0
415,2008,usa,26,6' shark,Aug,N,M,unspecified,26.0
416,2008,usa,20,Shark involvement not confirmed,Aug,,F,unspecified,20.0
417,2008,usa,38,8' bull shark or Caribbean reef shark,Aug,N,F,bull,38.0
418,2008,australia,31,8' white shark or 7-gill shark,Jul,N,M,white,31.0
419,2008,usa,8,3' to 4' shark,Jul,N,F,unspecified,8.0
420,2008,usa,16,4' shark,Jul,N,M,unspecified,16.0
421,2008,usa,53,Shark involvement prior to death not confirmed,Jun,,M,unspecified,53.0
422,2008,south africa,46,"White shark, 2m",Jun,N,M,white,46.0
423,2008,usa,37,4.5 to 5' shark,Jun,N,M,unspecified,37.0
424,2008,usa,40,"White shark, 15'",Jun,N,F,white,40.0
