,year,country,age,species_,month,dead,gender,specie,edad
425,2008,usa,15,5' shark,Jun,N,F,unspecified,15.0
426,2008,brazil,14,Bull shark,Jun,N,M,bull,14.0
427,2008,mexico,49,3 m shark,May,N,M,unspecified,49.0
428,2008,australia,37,"White shark, 4m",May,N,M,white,37.0
429,2008,new caledonia,40,2 small bull sharks,May,N,M,bull,40.0
430,2008,mexico,24,Tiger shark,Apr,Y,M,tiger,24.0
431,2008,usa,18,4' shark,Apr,N,M,unspecified,18.0
432,2008,new caledonia,32,"Bull shark, 1.8m",Apr,N,M,bull,32.0
433,2008,usa,66,"White shark, 12' to 15'",Apr,Y,M,white,66.0
434,2008,mexico,32,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",Apr,,M,unspecified,32.0
435,2008,australia,19,Shark involvement not confirmed; thought to be a barracuda bite,Apr,,M,unspecified,19.0
436,2008,usa,30,1.5' to 2' shark,Apr,N,M,unspecified,30.0
437,2008,australia,16,Bull shark,Apr,Y,M,bull,16.0
438,2008,usa,52,4' to 5' shark,Mar,N,M,unspecified,52.0
439,2008,usa,13,2.5' shark,Mar,N,M,unspecified,13.0
440,2008,usa,8,Shark involvement not confirmed,Mar,N,M,unspecified,8.0
441,2008,usa,27,White shark,Mar,N,M,white,27.0
442,2008,bahamas,49,"A bull shark, according to some of the divers on the boat",Feb,Y,M,bull,49.0
443,2008,australia,20,"Mako shark, 90kg",Jan,N,M,unspecified,20.0
444,2007,australia,31,2 m shark,Dec,N,M,unspecified,31.0
445,2007,australia,34,Not a shark attack; it was a hoax,Dec,,M,unspecified,34.0
446,2007,usa,52,Tiger shark,Dec,N,M,tiger,52.0
447,2007,south africa,14,1.5 to 2 m shark,Nov,N,M,unspecified,14.0
448,2007,usa,21,4' to 5' shark,Nov,N,M,unspecified,21.0
449,2007,usa,42,5' shark,Nov,N,M,unspecified,42.0
450,2007,south africa,37,"White shark, 3m to 4m",Nov,N,M,white,37.0
451,2007,usa,32,Tiger shark,Oct,N,M,tiger,32.0
452,2007,australia,52,"White shark, 2.5m ",Oct,N,F,white,52.0
453,2007,australia,31,Bronze whaler shark,Oct,N,M,unspecified,31.0
454,2007,usa,22,3' to 4' shark,Oct,N,M,unspecified,22.0
455,2007,usa,16,"Blacktip shark, 5'",Oct,N,M,unspecified,16.0
456,2007,new caledonia,23,Tiger shark,Sep,Y,F,tiger,23.0
457,2007,bahamas,48,Caribbean reef shark,Sep,N,F,unspecified,48.0
458,2007,egypt,18 or 20,Oceanic whitetip sharks were in the vicinity,Sep,N,F,white,9.0
459,2007,usa,23,3' shark,Sep,N,M,unspecified,23.0
460,2007,usa,Teen,9.5' shark?,Sep,N,F,unspecified,
461,2007,usa,14,"Nurse shark, 2' to 3' ",Sep,N,M,unspecified,14.0
462,2007,usa,12,"18"" to 24"" shark",Sep,N,F,unspecified,12.0
463,2007,usa,58,Possibly a spinner shark,Sep,N,M,unspecified,58.0
464,2007,usa,15,"Tiger shark, 10' to 12' ",Aug,N,M,tiger,15.0
465,2007,usa,24,"White shark, 12'",Aug,N,M,white,24.0
466,2007,usa,54,3' shark,Aug,N,M,unspecified,54.0
467,2007,usa,27,3' shark,Aug,N,M,unspecified,27.0
468,2007,usa,16,4' to 5' shark,Aug,N,M,unspecified,16.0
469,2007,usa,20,Possibly a 6' bull shark,Aug,N,M,bull,20.0
470,2007,usa,15, ,Aug,N,F,unspecified,15.0
471,2007,usa,19,Possibly a 10' bull shark,Aug,N,F,bull,19.0
472,2007,usa,36, ,Jul,N,M,unspecified,36.0
473,2007,australia,15,"Bronze whaler shark, 1.5 m ",Jul,N,M,unspecified,15.0
474,2007,usa,14,2' to 3' shark,Jul,N,M,unspecified,14.0
475,2007,usa,43,Shark involvement not confirmed,Jul,,F,unspecified,43.0
476,2007,usa,30,5' shark,Jul,N,F,unspecified,30.0
477,2007,bahamas,48,"Bull shark, 5' ",Jul,N,F,bull,48.0
478,2007,usa,20,4' shark,Jun,N,M,unspecified,20.0
479,2007,usa,9,Shark involvement not confirmed,Jun,,F,unspecified,9.0
480,2007,usa,40,A 10-year-old 94-pound pregnant blacktip reef shark,May,N,F,unspecified,40.0
481,2007,england,38,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",May,N,M,unspecified,38.0
482,2007,australia,38,2.5 m shark,May,N,F,unspecified,38.0
483,2007,australia,19,10' shark,May,N,M,unspecified,19.0
484,2007,usa,21,4' to 5' shark,May,N,F,unspecified,21.0
485,2007,australia,45,Shark involvement prior to death was not confirmed,May,,M,unspecified,45.0
486,2007,usa,63,"Tiger shark, 14' ",May,N,F,tiger,63.0
487,2007,usa,68,6' to 8' shark,May,N,M,unspecified,68.0
488,2007,australia,13,"""a small shark""",Apr,N,F,unspecified,13.0
489,2007,usa,12,blacktip or spinner shark,Apr,N,M,unspecified,12.0
490,2007,usa,24,3' to 4' shark,Apr,N,M,unspecified,24.0
491,2007,new caledonia,26,Tiger shark,Apr,N,M,tiger,26.0
492,2007,usa,27,3' shark,Mar,N,M,unspecified,27.0
493,2007,usa,11,4' to 5' shark,Mar,N,M,unspecified,11.0
494,2007,australia,42,1.5 m shark,Mar,N,F,unspecified,42.0
495,2007,australia,59,2 to 2.5 m shark,Mar,N,F,unspecified,59.0
496,2007,new caledonia,30,Tiger shark,Jan,N,M,tiger,30.0
497,2007,australia,41,"White shark, 3m",Jan,N,M,white,41.0
498,2007,south africa,24,Tiger shark,Jan,Y,M,tiger,24.0
499,2007,usa,54,"24"" to 30"" shark",Jan,,M,unspecified,54.0
500,2007,usa,24,"6' to 8' shark, possibly a tiger shark",Jan,N,M,tiger,24.0
501,2006,australia,25,2.5 to 3 m shark,Dec,N,M,unspecified,25.0
502,2006,new zealand,10,2 to 3 m shark,Dec,N,M,unspecified,10.0
503,2006,usa,43,"White shark, 12' to 15' ",Dec,N,M,white,43.0
504,2006,south africa,25,"Raggedtooth shark, 150-kg",Dec,N,M,unspecified,25.0
505,2006,australia,15,"White shark, 5m ",Dec,N,M,white,15.0
506,2006,usa,29,2 m to 3 m shark,Nov,N,M,unspecified,29.0
507,2006,usa,22,"White shark, 16' ",Oct,N,M,white,22.0
508,2006,usa,18,3' to 3.5' shark,Oct,N,M,unspecified,18.0
509,2006,usa,55,Spinner shark,Sep,N,M,unspecified,55.0
510,2006,australia,44,No shark involvement,Sep,,M,unspecified,44.0
511,2006,usa,33,3' shark,Sep,N,M,unspecified,33.0
512,2006,south africa,24,White shark,Aug,N,M,white,24.0
513,2006,usa,41,White shark?,Jul,N,M,white,41.0
514,2006,south africa,19,"White shark, 3m to 4m",Jul,N,M,white,19.0
515,2006,usa,14, ,Jul,N,M,unspecified,14.0
516,2006,usa,49,"Angel shark, 1.2m ",Jul,N,M,unspecified,49.0
517,2006,usa,14,5' to 6' spinner or bull shark,Jul,N,F,bull,14.0
518,2006,usa,22,Possibly a 1' to 3' blacktip or spinner shark,Jun,N,F,unspecified,22.0
519,2006,usa,24,2' to 3' shark,Jun,N,M,unspecified,24.0
520,2006,usa,7,3' to 4' shark,Jun,N,F,unspecified,7.0
521,2006,australia,40,14' white shark,Jun,N,M,white,40.0
522,2006,usa,26,"Tiger shark, 8' to 12'",May,N,M,tiger,26.0
523,2006,usa,15,"Grey reef shark, 5' to 8' ",May,N,M,grey,15.0
524,2006,usa,30s,"Tiger shark, 10' to 12'",May,N,F,tiger,30.0
525,2006,australia,46,"Wobbegong shark, 2 m ",May,N,M,unspecified,46.0
526,2006,usa,35,"Bull shark, 4' to bull shark",Apr,N,M,bull,35.0
527,2006,australia,15,"Bronze whaler shark, a  juvenile ",Apr,N,M,unspecified,15.0
528,2006,south africa,15,"Raggedtooth shark, 2.5 m to 3 m ",Apr,N,M,unspecified,15.0
529,2006,brazil,35,Tiger shark,Apr,N,M,tiger,35.0
530,2006,usa,28,"Tiger shark, 10'  ",Mar,N,F,tiger,28.0
531,2006,fiji,21,"Tiger shark, 5' ",Mar,N,M,tiger,21.0
532,2006,australia,15,"Bronze whaler shark, 2 m",Mar,N,M,unspecified,15.0
533,2006,usa,15,5' to 7' shark,Feb,N,F,unspecified,15.0
534,2006,usa,45,Invalid,Feb,,M,unspecified,45.0
535,2006,south africa,15,Raggedtooth shark,Feb,N,M,unspecified,15.0
536,2006,tonga,24,Tiger shark,Feb,Y,F,tiger,24.0
537,2006,usa,57,12' to 18' shark,Feb,N,M,unspecified,57.0
538,2006,australia,52,3.5 m white shark,Jan,N,M,white,52.0
539,2006,australia,21,Bull shark,Jan,Y,F,bull,21.0
540,2006,usa,21,4' shark,Jan,N,M,unspecified,21.0
541,2005,usa,30,White shark,Dec,N,M,white,30.0
542,2005,usa,29,Tiger shark,Dec,N,M,tiger,29.0
543,2005,australia,44,Whitetip reef shark,Dec,N,M,white,44.0
544,2005,usa,23,4' shark,Nov,N,M,unspecified,23.0
545,2005,australia,18,1.8 m shark,Nov,N,M,unspecified,18.0
546,2005,usa,30s,4' shark,Nov,N,M,unspecified,30.0
547,2005,south africa,32,"Raggedtooth shark, 2.5m ",Nov,N,M,unspecified,32.0
548,2005,usa,18,6' shark,Nov,N,M,unspecified,18.0
549,2005,usa,26,12' to 14' white shark,Nov,N,M,white,26.0
550,2005,st. maartin,55,2' shark,Oct,N,M,unspecified,55.0
551,2005,south africa,20,3 m shark,Oct,N,M,unspecified,20.0
552,2005,usa,36,White shark,Oct,N,M,white,36.0
553,2005,usa,20,18' white shark,Oct,N,F,white,20.0
554,2005,usa,22,"Tiger shark, less than 10'",Oct,N,M,tiger,22.0
555,2005,grand cayman,57,Caribbean reef sharks,Oct,N,F,unspecified,57.0
556,2005,south africa,52,White shark,Oct,N,M,white,52.0
557,2005,australia,26,14' to 16' white shark,Sep,N,M,white,26.0
558,2005,australia,44,Bronze whaler shark,Sep,N,M,unspecified,44.0
559,2005,usa,68,3' to 4' shark,Sep,N,F,unspecified,68.0
560,2005,usa,18,Bull shark,Sep,N,F,bull,18.0
561,2005,australia,40,4 m [13'] white shark,Sep,N,M,white,40.0
562,2005,australia,23,White shark,Aug,Y,M,white,23.0
563,2005,usa,37,juvenile white shark,Aug,N,M,white,37.0
564,2005,usa,17,Shark involvement not confirmed,Aug,,M,unspecified,17.0
565,2005,usa,8,Possibly a sandbar shark or small blacktip shark,Aug,N,M,unspecified,8.0
566,2005,usa,16,1.8 m [6'] shark,Aug,N,M,unspecified,16.0
567,2005,usa,25,Shark involvement not confirmed,Jul,,M,unspecified,25.0
568,2005,usa,22,[4.5' to 5'] shark,Jul,N,M,unspecified,22.0
569,2005,usa,14,[4' to 5'],Jul,N,F,unspecified,14.0
570,2005,usa,16,Bull shark,Jun,N,M,bull,16.0
571,2005,usa,14,1.8 m [6'] bull shark,Jun,Y,F,bull,14.0
572,2005,vanuatu,7,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Jun,Y,F,unspecified,7.0
573,2005,usa,49,Invalid,Jun,,M,unspecified,49.0
574,2005,usa,20,"Unknown, but it was reported that a shark tooth was recovered from the wound",Jun,N,M,unspecified,20.0
575,2005,usa,17,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",Jun,,M,white,17.0
576,2005,south africa,22,White shark,Jun,Y,M,white,22.0
577,2005,usa,33,"""small shark""",May,N,M,unspecified,33.0
578,2005,south africa,32,Raggedtooth shark,May,N,M,unspecified,32.0
579,2005,usa,47,"Tiger shark, 3 m [10']",May,N,M,tiger,47.0
580,2005,australia,25,"Mako shark, 1.5 m [5'] ",Apr,N,M,unspecified,25.0
581,2005,australia,40,Bronze whaler shark,Apr,N,M,unspecified,40.0
582,2005,south africa,32,4 m [13'] shark,Mar,N,M,unspecified,32.0
583,2005,australia,26,6 m [20'] white shark,Mar,Y,M,white,26.0
584,2005,usa,45,"Sandtiger shark, 2.1 m [7'] ",Mar,N,M,tiger,45.0
585,2005,new zealand,39,White shark,Jan,N,M,white,39.0
586,2004,australia,18,4.5 m & 5 m white shark ,Dec,Y,M,white,18.0
587,2004,australia,38,Bull shark,Dec,Y,M,bull,38.0
588,2004,south africa,20,Raggedtooth shark,Nov,N,M,unspecified,20.0
589,2004,south africa,77,6 m [20'] white shark,Nov,Y,F,white,77.0
590,2004,usa,38,5.5 m [18'] white shark,Nov,N,,white,38.0
591,2004,cuba,40,2.5 m [8.25'] bull shark,Oct,N,M,bull,40.0
592,2004,south africa,52,2 m [6.75'] white shark,Oct,N,M,white,52.0
593,2004,australia,59,"Bronze whaler shark, 2.4 m [8'] ",Oct,N,M,unspecified,59.0
594,2004,usa,34,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",Oct,N,M,tiger,34.0
595,2004,south africa,34,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",Oct,N,M,unspecified,34.0
596,2004,reunion,15,Thought to involve a 2.5 m bull or tiger shark,Oct,N,M,tiger,15.0
597,2004,usa,26,White shark,Sep,N,M,white,26.0
598,2004,usa,17,2.4 m [8'] shark,Sep,N,F,unspecified,17.0
599,2004,brazil,24,"Tiger shark, 1.5 m ",Aug,N,M,tiger,24.0
600,2004,usa,50,4.9 m to 5.5 m [16' to 18'] white shark,Aug,Y,M,white,50.0
601,2004,usa,47,1.2 m [4'] shark,Aug,N,M,unspecified,47.0
602,2004,usa,13,1.8 m [6'] shark,Jul,N,F,unspecified,13.0
603,2004,usa,19,1.2 m to 1.5 m [4' to 5'] shark,Jul,N,F,unspecified,19.0
604,2004,usa,11,Bull shark,Jul,N,M,bull,11.0
605,2004,australia,30,"2 sharks, 4.5 m & 3 m ",Jul,Y,M,unspecified,30.0
606,2004,usa,7,4' to 5' shark,Jul,N,M,unspecified,7.0
607,2004,usa,45,"9'2"" white shark",Jun,N,M,white,45.0
608,2004,australia,17,"Bronze whaler shark, 2.5 m [8.25'] ",Jun,N,M,unspecified,17.0
609,2004,usa,8,1.2 m [4'] shark,Jun,N,M,unspecified,8.0
610,2004,south africa,21,White shark,Jun,Y,M,white,21.0
611,2004,usa,16,0.9 m to 1.5 m [3' to 5'] shark,May,N,M,unspecified,16.0
612,2004,brazil,17,Bull shark,May,N,M,bull,17.0
613,2004,usa,44,2.4 m to 3.7 m [8' to 12'] shark,May,N,M,unspecified,44.0
614,2004,bahamas,63,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",May,N,M,unspecified,63.0
615,2004,usa,28,"Mako shark, 1.8 m [6']",May,N,M,unspecified,28.0
616,2004,usa,57,Tiger shark,Apr,Y,M,tiger,57.0
617,2004,south africa,16,5 m [16.5'] white shark,Apr,N,M,white,16.0
618,2004,usa,20,1.2 m [4'] bull shark,Mar,N,M,bull,20.0
619,2004,brazil,22,bull shark,Mar,N,M,bull,22.0
620,2004,reunion,20,2.5 m shark,Mar,N,M,unspecified,20.0
621,2004,usa,51,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Mar,N,M,tiger,51.0
622,2004,new zealand,15,2 m [6.75'] sevengill  shark,Feb,N,M,unspecified,15.0
623,2004,australia,31,Shark involvement not confirmed,Feb,,M,unspecified,31.0
624,2004,australia,46,4 m to 5 m [13' to 16.5'] white shark,Jan,N,M,white,46.0
625,2004,venezuela,40,"Bull shark, 132-kg [291-lb] ",Jan,N,M,bull,40.0
626,2003,south africa,21,"Tiger shark, 4 m [13']  ?",Nov,Y,M,tiger,21.0
627,2003,usa,35,4' shark,Nov,N,F,unspecified,35.0
628,2003,usa,18,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,unspecified,18.0
629,2003,australia,22,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",Oct,N,M,grey,22.0
630,2003,usa,13,"Tiger shark, 14' ",Oct,N,F,tiger,13.0
631,2003,usa,56,Shark involvement not confirmed,Oct,,M,unspecified,56.0
632,2003,usa,19,1.2 m [4'] shark,Oct,N,M,unspecified,19.0
633,2003,usa,41,"1.2 m [4'] ""grey-colored shark""",Oct,N,F,grey,41.0
634,2003,usa,30,3' shark,Sep,N,M,unspecified,30.0
635,2003,usa,8 or 10,Shark involvement doubtful,Sep,,F,unspecified,4.0
636,2003,usa,18,6' shark,Sep,N,M,unspecified,18.0
637,2003,usa,15,7' shark,Sep,N,M,unspecified,15.0
638,2003,south africa,19,White shark,Sep,Y,M,white,19.0
639,2003,usa,50,4.5 m to 5.5 m [15' to 18'] white shark,Aug,Y,F,white,50.0
640,2003,usa,31,Shark involvement not confirmed,Aug,,M,unspecified,31.0
641,2003,south africa,16,3.5 m [11.5'] white shark,Aug,N,M,white,16.0
642,2003,bahamas,58,Unidentified species,Jul,N,M,unspecified,58.0
643,2003,usa,10,2' shark,Jul,N,M,unspecified,10.0
644,2003,bahamas,39,2.1 m  [7'] bull shark,Jul,N,M,bull,39.0
645,2003,usa,17,Unidentified species,Jun,N,M,unspecified,17.0
646,2003,usa,15,106 cm [3.5']  shark,Jun,N,M,unspecified,15.0
647,2003,usa,12,small brown shark,Jun,N,F,unspecified,12.0
648,2003,usa,60,3.7 m to 4.3 m [12' to 14'] shark,Jun,N,M,unspecified,60.0
649,2003,usa,33,"""sand shark""",Jun,N,M,unspecified,33.0
650,2003,usa,22,3' to 5' shark,May,N,M,unspecified,22.0
651,2003,usa,20,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,May,N,M,grey,20.0
652,2003,usa,34,4' to 5' shark,May,N,M,unspecified,34.0
653,2003,brazil,17,Bull shark,Apr,N,M,bull,17.0
654,2003,usa,36,Unidentified species,Apr,N,M,unspecified,36.0
655,2003,usa,17,Unidentified species,Apr,N,M,unspecified,17.0
656,2003,usa,30,Unidentified species,Apr,N,M,unspecified,30.0
657,2003,usa,23,0.9 m to 1.2 m [3' to 4'] shark,Apr,N,M,unspecified,23.0
658,2003,usa,18,Unidentified species,Apr,N,M,unspecified,18.0
659,2003,usa,11,A small shark,Apr,N,M,unspecified,11.0
660,2003,usa,12,Unidentified species,Apr,N,M,unspecified,12.0
661,2003,usa,20,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",Apr,N,M,unspecified,20.0
662,2003,venezuela,28,"Mako shark, 3 m [10']",Apr,N,M,unspecified,28.0
663,2003,usa,50,4' to 5' shark,Apr,N,M,unspecified,50.0
664,2003,new zealand,44,2.5 m [8.25'] white shark,Feb,N,M,white,44.0
665,2003,australia,37,"""a small shark""",Feb,N,M,unspecified,37.0
666,2003,usa,54,Species unidentified,Feb,N,M,unspecified,54.0
667,2003,australia,24,Thought to involve a 2 m [6.75'] grey nurse shark,Feb,N,M,grey,24.0
668,2003,australia,84,Thought to involve a >2 m [6.75'] bull shark,Feb,Y,M,bull,84.0
669,2003,south africa,14,Shark involvement prior to death was not confirmed,Jan,,M,unspecified,14.0
670,2002,south africa,25,"White shark, 4 m white shark",Dec,N,M,white,25.0
671,2002,australia,23,Bull shark,Dec,Y,M,bull,23.0
672,2002,usa,48,3 m to 4.5 m [10' to 15'] white shark,Nov,N,M,white,48.0
673,2002,usa,34,2.4 m to 3 m [8' to 10'] grey colored shark,Nov,N,F,grey,34.0
674,2002,turks & caicos,41,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,Nov,N,F,unspecified,41.0
675,2002,usa,21,6' shark,Nov,N,M,unspecified,21.0
676,2002,usa,16,3' to 4' shark,Nov,N,M,unspecified,16.0
677,2002,usa,60,A small shark,Oct,N,F,unspecified,60.0
678,2002,brazil,36,Possibly a bull shark or tiger shark,Oct,Y,M,tiger,36.0
679,2002,usa,14,Blacktip or spinner shark,Oct,N,M,unspecified,14.0
680,2002,usa,35,3.5' to 4.5' shark,Oct,N,M,unspecified,35.0
681,2002,usa,18,3.5' to 4' shark,Oct,N,M,unspecified,18.0
682,2002,usa,47,4' to 5' shark,Sep,N,M,unspecified,47.0
683,2002,usa,55,1.2 m [4'] blacktip shark,Sep,N,M,unspecified,55.0
684,2002,usa,  ,1.8 m [6'] blacktip shark,Sep,N,M,unspecified,
685,2002,tonga, ,"Tiger shark, 1.5 m [5']k",Sep,N,M,tiger,
686,2002,usa,24,2.4 m [8'] shark,Sep,N,M,unspecified,24.0
687,2002,usa,35,3 m to 3.7 m [10' to 12'] shark,Sep,N,M,unspecified,35.0
688,2002,brazil,19,Bull or tiger shark,Sep,N,M,tiger,19.0
689,2002,south africa,47,White shark,Sep,N,M,white,47.0
690,2002,usa,20,4' to 6' shark,Sep,N,M,unspecified,20.0
691,2002,usa,36,1' to 2' hammerhead or bonnethed shark,Sep,N,M,unspecified,36.0
692,2002,usa,16,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,M,tiger,16.0
693,2002,usa,27,0.9 m  to 1.2 m [3' to 4'] shark,Aug,N,M,unspecified,27.0
694,2002,usa,15,"Nurse shark, 1.5 m [5'] ",Aug,N,M,unspecified,15.0
695,2002,usa,14,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,unspecified,14.0
696,2002,usa,13,1.2 m [4'] blacktip or sandbar shark,Jul,N,M,unspecified,13.0
697,2002,usa,15,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Jul,N,F,bull,15.0
