,year,type,country,age,species_,month,gender,dead
1051,1985.0,Unprovoked,usa,29,6 m [20'] white shark,Feb,M,N
1052,1985.0,Unprovoked,south africa,15,Raggedtooth shark,Jan,M,N
1053,1985.0,Unprovoked,south africa,18,"3.5 m white shark, tooth fragments recovered",Jan,M,N
1054,1985.0,Unprovoked,south africa,34,3.5 m [11.5'] white shark,Jan,M,N
1055,1985.0,Provoked,south africa,20,1.5 m [5'] dusky shark,Jan,M,N
1056,1984.0,Unprovoked,australia,16,"Tiger shark, 4 m ",Nov,M,Y
1057,1984.0,Invalid,usa,22,Shark involvement prior to death was not confirmed,Oct,M,
1058,1984.0,Unprovoked,usa,23,1.5 m [5'] shark,Oct,F,N
1059,1984.0,Invalid,usa,77,Shark involvement not confirmed; officials considered barracua,Oct,F,
1060,1984.0,Unprovoked,usa,15,1.2 m [4'] blacktip shark,Oct,M,N
1061,1984.0,Unprovoked,usa,25,3 m to 5 m [10' to 16.5'] white shark,Sep,M,N
1062,1984.0,Unprovoked,usa,16,Hammerhead shark?+O2356,Sep,M,N
1063,1984.0,Unprovoked,usa,28,4.5 m to 5 m white shark,Sep,M,Y
1064,1984.0,Unprovoked,usa,18,1.2 m [4'] shark,Jul,F,N
1065,1984.0,Invalid,south africa,21,Shark involvement prior to death was not confirmed,Jul,M,
1066,1984.0,Unprovoked,south africa,27,2.4 m [8'] white shark,Jun,M,N
1067,1984.0,Unprovoked,usa,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Jun,F,N
1068,1984.0,Provoked,south africa,33, 1.5 m [5'] dusky shark,Feb,M,N
1069,1984.0,Unprovoked,south africa,14,"Raggedtooth shark, 1 m ",Jan,M,N
1070,1983.0,Unprovoked,south africa,47,"Raggedtooth shark, >1 m ",Dec,M,N
1071,1983.0,Unprovoked,south africa,29,5 m [16.5'] white shark,Aug,M,N
1072,1983.0,Unprovoked,usa,14,Sand shark,Aug,F,N
1073,1983.0,Unprovoked,usa,22,6' to 8' bull shark,Aug,F,N
1074,1983.0,Sea Disaster,australia,21,"Tiger shark, 5 m [16.5']",Jul,F,Y
1075,1983.0,Sea Disaster,australia,24,"Tiger shark, 5 m [16.5']",Jul,M,Y
1076,1983.0,Sea Disaster,australia,28,"Tiger shark, 5 m [16.5']",Jul,M,N
1077,1983.0,Unprovoked,usa,39,3.5' hammerhead shark,Jul,F,N
1078,1983.0,Unprovoked,usa,21,6' shark,May,M,N
1079,1983.0,Unprovoked,south africa,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Apr,M,N
1080,1983.0,Unprovoked,south africa,17,1.8 m [6'] Zambezi shark,Mar,M,N
1081,1983.0,Unprovoked,south africa,16,3 m [10'] shark,Feb,M,N
1082,1983.0,Unprovoked,south africa,32,White shark,Jan,M,N
1083,1982.0,Unprovoked,usa,26,1.5 m [5'] shark,Oct,M,N
1084,1982.0,Unprovoked,south africa,16,"Believed to involve a 2.8 m [9'3""] white shark",Sep,M,N
1085,1982.0,Unprovoked,usa,20,1.5 m [5'] shark,Sep,M,N
1086,1982.0,Unprovoked,usa,36,White shark,Sep,M,N
1087,1982.0,Unprovoked,usa,28,5 m to 6 m [16.5' to 20'] white shark,Sep,M,N
1088,1982.0,Invalid,usa,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,Aug,M,
1089,1982.0,Invalid,south africa,20,Invalid,Jul,M,
1090,1982.0,Unprovoked,south africa,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",Jul,M,N
1091,1982.0,Unprovoked,usa,26,4.5 m to 5.5 m [14.7' to 18'] white shark,Jul,M,N
1092,1982.0,Unprovoked,usa,17,0.9 m to 1.2 m [3' to 4'] shark,Jul,M,N
1093,1982.0,Unprovoked,south africa,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Jun,M,Y
1094,1982.0,Unprovoked,usa,20,5' shark,Jun,M,N
1095,1982.0,Unprovoked,south africa,20,Raggedtooth shark,Jan,M,N
1096,1981.0,Unprovoked,usa,24,7 m [23'] white shark,Dec,M,Y
1097,1981.0,Unprovoked,usa,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,M,N
1098,1981.0,Unprovoked,usa,26,Said to involve a tiger shark or a hammerhead shark,Sep,M,Y
1099,1981.0,Unprovoked,bahamas,53,Mako shark (tooth fragments recovered),Aug,M,N
1100,1981.0,Unprovoked,south africa,32,Possibly a  1.8 m [6'] Zambezi shark,Jul,M,N
1101,1981.0,Unprovoked,south korea,27,6 m  white shark,May,F,Y
1102,1981.0,Unprovoked,south africa,27,Raggedtooth shark,May,M,N
1103,1981.0,Unprovoked,south africa,19,"Raggedtooth shark, 2.5 m [8.25'] ",May,M,N
1104,1981.0,Unprovoked,south africa,24,"Tiger shark, 2.1 m [7']",May,M,N
1105,1981.0,Unprovoked,usa,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",Mar,M,N
1106,1981.0,Unprovoked,usa,24,C. maculpinnis or C. limbatus,Mar,M,N
1107,1981.0,Unprovoked,south africa,30,Juvenile dusky or blacktip shark,Feb,M,N
1108,1981.0,Unprovoked,usa,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Feb,M,N
1109,1981.0,Unprovoked,australia,27,"Tiger shark, 2.5 m ",,M,N
1110,1980.0,Unprovoked,south africa,25,3.5 m [11.5'] shark,,M,N
1111,1980.0,Unprovoked,reunion,22,1.8 m [6'] white shark,Nov,M,N
1112,1980.0,Unprovoked,usa,29,4 m to 5 m [13' to 16.5'] white shark,Oct,M,N
1113,1980.0,Unprovoked,usa,19,4 m to 5 m [13' to 16.5'] white shark,Oct,M,N
1114,1980.0,Unprovoked,usa,22,4' to 8' shark,Jul,F,N
1115,1980.0,Unprovoked,south africa,22,1.8 m [6'] shark,May,M,N
1116,1980.0,Unprovoked,mexico,13,Tiger shark,Apr,F,N
1117,1980.0,Unprovoked,south africa,24,"2.8 m [9'3""] white shark",Jan,M,N
1118,1980.0,Provoked,south africa,29,"2 m [6'9""] Zambesi shark",Jan,M,N
1119,1980.0,Unprovoked,south africa,25,"Raggedtooth shark, 2 m [6'9""] ",Jan,M,N
1120,1980.0,Invalid,south africa,20,Invalid,,M,
1121,1979.0,Unprovoked,usa,20,"White shark, 4 m [13'] ",Nov,M,N
1122,1979.0,Provoked,south africa,25,"White shark, 2.5 m [8.25']  ",May,M,N
1123,1979.0,Unprovoked,usa,27,Blacktip or spinner shark,Mar,M,N
1124,1979.0,Unprovoked,south africa,19,1.5 m to 2 m [5' to 6.75'] shark,Feb,M,N
1125,1978.0,Unprovoked,south africa,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",Dec,M,Y
1126,1978.0,Unprovoked,south africa,27,"White shark, 3.7 m [12'] ",Sep,M,N
1127,1978.0,Unprovoked,south africa,17,Thought to involve a blacktip shark,Jan,M,N
1128,1977.0,Unprovoked,south africa,18,"Tiger shark, 3 m [10']",Dec,M,N
1129,1977.0,Unprovoked,south africa,25,"White shark, 5 m [16.5'] ",Oct,M,N
1130,1977.0,Unprovoked,australia,17,White shark,Aug,M,N
1131,1977.0,Unprovoked,usa,20,"White shark, 5.5 m to 6 m [18' to 20']  ",Aug,M,N
1132,1977.0,Provoked,usa,27,"Bull shark, 8",Jun,M,N
1133,1976.0,Unprovoked,usa,29,"White shark, 5.5 m [18'] ",Dec,M,N
1134,1976.0,Unprovoked,south africa,19,"White shark, 3 m [10'] k",Nov,M,N
1135,1976.0,Unprovoked,usa,19,2.1 m [7'] lemon shark or bull shark,Nov,M,N
1136,1976.0,Unprovoked,usa,25,"White shark, 3 m to 4 m [10' to 13'] ",Oct,M,N
1137,1976.0,Unprovoked,south africa,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Oct,M,N
1138,1976.0,Unprovoked,usa,15,"Tiger shark, 6' ",Sep,M,N
1139,1976.0,Unprovoked,usa,19,"White shark, 4.5 m ",Aug,M,N
1140,1976.0,Unprovoked,usa,17,12' to 14' shark,Jun,M,N
1141,1975.0,Unprovoked,usa,27,White shark,Dec,M,N
1142,1975.0,Unprovoked,south africa,33,Juvenile dusky shark,Nov,M,N
1143,1975.0,Unprovoked,south africa,19,"White shark, 2.4 m [8']",Aug,M,N
1144,1975.0,Unprovoked,usa,20,1.5 m [5'] shark,Aug,M,N
1145,1975.0,Unprovoked,usa,44,White shark,Aug,M,N
1146,1975.0,Unprovoked,australia,37,White shark,Jul,M,Y
1147,1975.0,Unprovoked,usa,23,"White shark, 5.8 m [19'] ",Jul,M,N
1148,1975.0,Unprovoked,usa,34,"White shark, 5m to 6m",Jul,M,N
1149,1975.0,Unprovoked,usa,14,1.2 m [4'] shark,Jul,F,N
1150,1975.0,Unprovoked,usa,18,4' shark,Jun,M,N
1151,1975.0,Unprovoked,south africa,16,1.5 m [5'] shark,Feb,M,N
1152,1975.0,Unprovoked,australia,12,"White shark, 3 m [10'] ",Feb,M,Y
1153,1974.0,Unprovoked,usa,17,"White shark, 5.5 m to 6 m [18' to 20'] ",Sep,M,N
1154,1974.0,Unprovoked,usa,29,"White shark, 4 m to 5 m ",Sep,M,N
1155,1974.0,Unprovoked,israel,20,"Shortfin mako shark, 2.3 m [7.5'] ",Sep,F,N
1156,1974.0,Unprovoked,usa,41,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,M,N
1157,1974.0,Unprovoked,usa,48,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,M,N
1158,1974.0,Unprovoked,usa,24,"White shark, 4.5 m ",Sep,M,N
1159,1974.0,Unprovoked,usa,45,"White shark, 5 m [16.5']",May,M,N
1160,1974.0,Unprovoked,south africa,22,"Raggedtooth shark, 1.5 m [5'] ",Apr,M,N
1161,1974.0,Unprovoked,south africa,17,Juvenile dusky shark,Apr,M,N
1162,1974.0,Unprovoked,south africa,21,1.8 m [6'] shark,Mar,M,N
1163,1974.0,Unprovoked,south africa,33,2 m to 2.5 m [6.75'  to 8.25'] shark,Jan,M,N
1164,1973.0,Unprovoked,bahamas,11,7' to 8' bull shark,Sep,M,N
1165,1973.0,Unprovoked,mexico,37,White shark,Sep,M,Y
1166,1973.0,Unprovoked,south africa,26,"2 m shark, possibly a dusky or blacktip shark",Mar,M,N
1167,1972.0,Unprovoked,mozambique,25,2 m to 3 m shark,Dec,M,N
1168,1972.0,Unprovoked,usa,22,4.5' shark,Jun,M,N
1169,1972.0,Unprovoked,usa,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,M,N
1170,1972.0,Unprovoked,australia,18,7' shark,Feb,M,N
1171,1972.0,Unprovoked,south africa,30,Zambesi shark,Jan,F,N
1172,1972.0,Unprovoked,mozambique,24,"White shark, 2.5 m [8.25'] ",Jan,M,N
1173,1971.0,Unprovoked,south africa,16,"White shark, 3 m [10']rk",Dec,F,N
1174,1971.0,Unprovoked,usa,18,5' to 6' shark,Oct,M,N
1175,1971.0,Unprovoked,south africa,25,1.5 m to 2 m shark,Oct,M,N
1176,1971.0,Unprovoked,usa,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,M,N
1177,1971.0,Unprovoked,croatia,34,White shark,Sep,M,Y
1178,1971.0,Provoked,australia,26,"Grey nurse shark, 11'",Aug,M,N
1179,1971.0,Unprovoked,south africa,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,M,N
1180,1971.0,Unprovoked,south africa,>50,White shark according to tooth pattern and witnesses,Apr,M,Y
1181,1971.0,Unprovoked,new zealand,16,"White shark, 4.6 m [15'] ",Mar,M,N
1182,1970.0,Unprovoked,micronesia,43,1.8 to 2 m C. albimarginatus,Sep,M,N
1183,1970.0,Provoked,south africa,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,M,N
1184,1969.0,Unprovoked,usa,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,M,N
1185,1969.0,Unprovoked,usa,13,4' shark,Aug,M,N
1186,1969.0,Provoked,usa,23,Nurse shark,May,M,N
1187,1969.0,Unprovoked,usa,16,"White shark, identified by tooth fragments in surfboard",Mar,M,N
1188,1969.0,Provoked,australia,49,7-gill shark,Reported,M,N
1189,1968.0,Provoked,australia,27,"Grey nurse shark, 10' ",Dec,M,N
1190,1968.0,Unprovoked,new zealand,17,White shark,Dec,M,N
1191,1968.0,Unprovoked,new zealand,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,M,Y
1192,1968.0,Unprovoked,columbia,18,2 m shark,Aug,M,N
1193,1968.0,Unprovoked,usa,25,"White shark, 4 m [13'] ",Jul,M,N
1194,1968.0,Unprovoked,usa,33,4m [13'] shark,Jul,M,N
1195,1968.0,Invalid,usa,63,Shark involvement not confirmed,Apr,M,
1196,1968.0,Unprovoked,south africa,35,1.5 m to 1.8m [5' to 6'] shark,Mar,M,N
1197,1968.0,Invalid,usa,28,Invalid,Mar,M,
1198,1968.0,Unprovoked,australia,26,"Bronze whaler shark, 3 m [10'] ",Feb,M,N
1199,1967.0,Unprovoked,south africa,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,M,N
1200,1967.0,Unprovoked,usa,19,small blacktip shark,Oct,M,N
1201,1967.0,Provoked,usa,24,5' blue shark,Aug,M,N
1202,1967.0,Unprovoked,australia,23,White shark,Aug,M,Y
1203,1967.0,Invalid,australia,? & 19,Shark involvement prior to death was not confirmed,Aug,M,
1204,1967.0,Unprovoked,usa,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,M,N
1205,1967.0,Unprovoked,bahamas,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug,M,N
1206,1967.0,Provoked,usa,26,"Nurse shark, 1 m ",Jun,M,N
1207,1967.0,Unprovoked,south africa,32,"White shark, 3 m [10'] ",Mar,M,N
1208,1967.0,Provoked,australia,36,Grey nurse shark,Mar,M,N
1209,1967.0,Unprovoked,new zealand,21,Thought to involve a white shark,Mar,M,Y
1210,1966.0,Unprovoked,papua new guinea,13,3.7 m [12'] shark,Oct,F,Y
1211,1966.0,Unprovoked,papua new guinea,8,3.7 m [12'] shark,Oct,F,Y
1212,1966.0,Unprovoked,australia,32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,M,N
1213,1966.0,Unprovoked,australia,43,"Mako shark, 1.9 m [6.5'] ",Sep,M,N
1214,1966.0,Unprovoked,new britain,13,A pack of 6 sharks,Aug,F,Y
1215,1966.0,Unprovoked,new britain,9,A pack of 6 sharks,Aug,F,Y
1216,1966.0,Invalid,usa,26,Invalid,Mid,M,
1217,1966.0,Unprovoked,usa,8,Spinner or blacktip sharks,Aug,M,N
1218,1966.0,Provoked,usa,34,4' shark,Jul,M,N
1219,1966.0,Invalid,usa,46,Invalid,Jul,M,
1220,1966.0,Provoked,usa,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,M,N
1221,1966.0,Provoked,usa,18,1.2 m [4'] hammerhead shark,Jun,M,N
1222,1966.0,Unprovoked,usa,18,a small shark,Jun,M,N
1223,1966.0,Invalid,usa,24,Invalid,May,M,
1224,1966.0,Unprovoked,australia,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,M,N
1225,1966.0,Provoked,south africa,33,Copper shark,Jan,M,N
1226,1966.0,Unprovoked,usa,29,"White shark, 3 m [10'] ",Jan,M,N
1227,1966.0,Unprovoked,south africa,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,M,N
1228,1966.0,Unprovoked,south africa,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,M,N
1229,1966.0,Unprovoked,usa,35,Hammerhead shark,Jan,M,N
1230,1966.0,Invalid,usa,15,Shark involvement not confirmed,Summer,F,
1231,1965.0,Unprovoked,australia,24,"Grey nurse shark, 2.4 m [8'] ",Nov,M,N
1232,1965.0,Invalid,usa,19,Invalid,Apr,M,
1233,1965.0,Unprovoked,usa,28,"White shark, 10' to 12' ",Apr,M,N
1234,1965.0,Unprovoked,palau,8,"Tiger shark, tooth fragment recovered",Apr,M,N
1235,1965.0,Unprovoked,usa,17,Blacktip or spinner shark,Apr,M,N
1236,1965.0,Unprovoked,usa,16,Mako shark,Mar,M,N
1237,1965.0,Unprovoked,south africa,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,M,N
1238,1965.0,Unprovoked,usa,18,1.2 m [4'] shark,Feb,M,N
1239,1965.0,Unprovoked,south africa,22,"White shark, 3.7 m [12'] ",Jan,M,N
1240,1964.0,Unprovoked,south africa,19,Raggedtooth shark ,Dec,M,N
1241,1964.0,Unprovoked,papua new guinea,28,2.1 m [7'] shark,Dec,M,N
1242,1964.0,Unprovoked,australia,25,"White shark, 2.4 m [8'] ",Nov,M,N
1243,1964.0,Unprovoked,australia,19,"Grey nurse shark, 1.8 m [6']",Oct,M,N
1244,1964.0,Unprovoked,taiwan,20,1.8 m [6'] shark,Sep,M,N
1245,1964.0,Unprovoked,mexico,19,1.8 to 2.4 m [6' to 8'] shark,Aug,M,N
1246,1964.0,Invalid,usa,18,Invalid,Aug,M,
1247,1964.0,Unprovoked,usa,28,Hammerhead shark,Aug,M,N
1248,1964.0,Invalid,usa,29,Shark involvement prior to death was not confirmed,Jun,F,
1249,1964.0,Invalid,south africa,40,Shark involvement prior to death was not confirmed,Jun,M,
1250,1964.0,Unprovoked,fiji,35,Tiger shark,May,M,Y
1251,1964.0,Unprovoked,usa,38,1.7 m [5.5'] shark,Mar,M,N
1252,1964.0,Unprovoked,new zealand,26,"White shark, 3 m [10'] ",Feb,M,N
1253,1964.0,Unprovoked,south africa,25,"White shark, 1.5 m [5'] k",Feb,M,N
1254,1964.0,Unprovoked,new zealand,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,M,Y
1255,1964.0,Invalid,australia,23,Shark involvement prior to death was not confirmed,Feb,M,
1256,1964.0,Unprovoked,usa,21,White shark (tooth fragment recovered),Jan,M,N
1257,1963.0,Unprovoked,south africa,20,"Zambesi shark, 1.8 m [6'] ",Dec,F,N
1258,1963.0,Unprovoked,south africa,24,1.8 m [6']  shark,Dec,M,N
1259,1963.0,Provoked,south africa,13,"Dusky shark, 1 m ",Dec,M,N
1260,1963.0,Unprovoked,south africa,15,300- to 400-lb Zambesi shark,Dec,M,Y
1261,1963.0,Unprovoked,australia,23,White shark,Dec,M,N
1262,1963.0,Unprovoked,new zealand,20,Possibly a broadnose 7-gill shark,Nov,M,N
1263,1963.0,Provoked,papua new guinea,18,Tiger shark,Nov,F,N
1264,1963.0,Unprovoked,fiji,21,>1.2 m [4'] tiger shark,Nov,F,N
1265,1963.0,Unprovoked,palau,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,M,N
1266,1963.0,Unprovoked,usa,28,500-lb shark,Oct,M,N
1267,1963.0,Unprovoked,solomon islands,30,5.5 m [18'] shark,Sep,M,Y
1268,1963.0,Provoked,australia,18,1.5 m [5'] shark,Sep,M,N
1269,1963.0,Provoked,usa,16,"Nurse shark, 1.2 m [4'] ",Sep,M,N
1270,1963.0,Unprovoked,federated states of micronesia,26,Tiger shark,Jul,M,N
1271,1963.0,Unprovoked,greece,42,"White shark, 3 m ",Jun,F,Y
1272,1963.0,Provoked,papua new guinea,30,1.8 m [6'] shark,Jun,M,N
1273,1963.0,Unprovoked,usa,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,M,Y
1274,1963.0,Unprovoked,usa,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,M,N
1275,1963.0,Unprovoked,australia,18,"Bronze whaler shark, 3 m [10'] ",Feb,M,N
1276,1963.0,Unprovoked,fiji,28,"White shark, 2.1 m [7'] ",Feb,M,N
1277,1963.0,Unprovoked,australia,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,F,Y
1278,1963.0,Invalid,australia,25,Shark involvement prior to death was not confirmed,Jan,M,
1279,1963.0,Unprovoked,south africa,27,1 m shark,Jan,M,N
1280,1963.0,Unprovoked,south africa,24,"Zambesi shark, 2 m [6'9""] ",Jan,M,N
1281,1962.0,Unprovoked,australia,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,M,Y
1282,1962.0,Unprovoked,usa,24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,M,N
1283,1962.0,Unprovoked,mexico,32,2.7 m [9'] shark,Oct,M,Y
1284,1962.0,Unprovoked,british west indies,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,M,N
1285,1962.0,Unprovoked,italy,28,White shark,Sep,M,Y
1286,1962.0,Provoked,papua new guinea,49,"""A long thin brown-colored shark""",Aug,M,N
1287,1962.0,Provoked,usa,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,M,N
1288,1962.0,Unprovoked,usa,40,Unknown,Aug,M,Y
1289,1962.0,Unprovoked,usa,24,1.8 m [6'] shark,Aug,M,N
1290,1962.0,Provoked,usa,19,Blue shark,Jul,M,N
1291,1962.0,Unprovoked,usa,11,1.8 m [6'] shark,Jun,M,N
1292,1962.0,Provoked,usa,55," Sevengill  shark, 1.2 m [4'] ",Jun,M,N
1293,1962.0,Unprovoked,south africa,13,"Zambesi shark, 1.2 m [4'] ",Apr,M,N
1294,1962.0,Unprovoked,papua new guinea,10,Possibly a bronze whaler shark,Mar,M,Y
1295,1962.0,Unprovoked,south africa,13,"White shark, 3 m ",Feb,M,Y
1296,1962.0,Unprovoked,australia,35,60 cm  shark ,Feb,M,N
1297,1962.0,Unprovoked,new zealand,18,1.5 m [5'] shark,Jan,M,N
1298,1962.0,Invalid,south africa,40,Shark involvement prior to death was not confirmed,Jan,M,
1299,1962.0,Unprovoked,usa,29,"White shark, 4 m [13'] ",Jan,M,N
1300,1962.0,Unprovoked,australia,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,M,N
1301,1962.0,Unprovoked,papua new guinea,24,White shark,Jan,M,N
1302,1962.0,Unprovoked,new zealand,54,"36""  shark",Jan,F,N
1303,1962.0,Unprovoked,marshall islands,57,1.8 m [6'] shark,Jan,M,N
1304,1961.0,Unprovoked,australia,18,3 m [10'] shark,Dec,F,Y
1305,1961.0,Unprovoked,australia,24,3 m [10'] shark,Dec,M,N
1306,1961.0,Unprovoked,south africa,18,Zambesi shark,Dec,M,N
1307,1961.0,Provoked,australia,23,"Grey nurse shark, 2.4 m [8'] ",Dec,M,N
1308,1961.0,Unprovoked,australia,22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,M,Y
1309,1961.0,Unprovoked,australia,17,1.8 m [6'] shark,Dec,M,N
1310,1961.0,Unprovoked,croatia,19,White shark,Sep,M,Y
1311,1961.0,Unprovoked,usa,16,"White shark, 4 m [13'] ",Aug,M,N
1312,1961.0,Unprovoked,usa,19,White shark,Aug,M,N
1313,1961.0,Unprovoked,usa,38,2.4 m [8'] shark,Aug,M,N
1314,1961.0,Provoked,usa,57,"43"" shark",Jul,M,N
1315,1961.0,Unprovoked,italy,21,"White shark, 4.5 m ",Jul,M,N
1316,1961.0,Unprovoked,usa,20,White shark,May,M,N
1317,1961.0,Unprovoked,usa,52,"Hammerhead shark, 500-llb ",May,M,N
1318,1961.0,Invalid,usa,10,Shark involvement not confirmed,Apr,M,
1319,1961.0,Unprovoked,mozambique,37,Zambesi shark,Apr,M,N
1320,1961.0,Unprovoked,australia,40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,M,N
1321,1961.0,Unprovoked,mozambique,38,Zambesi shark,Apr,M,Y
1322,1961.0,Unprovoked,australia,24,3 m [10'] shark,Mar,M,N
1323,1961.0,Unprovoked,australia,21,"White shark, 3.7 m [12'] ",Mar,M,N
1324,1961.0,Unprovoked,north pacific ocean,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,M,N
1325,1961.0,Unprovoked,south africa,27,1.5 m [5'] shark,Feb,M,N
1326,1961.0,Unprovoked,south africa,14,"2.1 m [7'], 90-kg shark",Feb,M,Y
1327,1961.0,Unprovoked,south africa,15,White shark,Jan,M,N
1328,1961.0,Provoked,australia,27,"Wobbegong shark, 1.5 m [5'] ",Jan,M,N
1329,1961.0,Unprovoked,south africa,13,"White shark, based on bite pattern",Jan,M,N
1330,1960.0,Unprovoked,south africa,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,M,Y
1331,1960.0,Unprovoked,australia,33,"Grey nurse shark, 1m ",Dec,M,
1332,1960.0,Unprovoked,australia,41,3' shark,Nov,M,
1333,1960.0,Provoked,usa,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,M,N
1334,1960.0,Provoked,usa,41,"""sand shark""",Jul,M,N
1335,1960.0,Unprovoked,usa,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,M,N
1336,1960.0,Unprovoked,bermuda,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,M,N
1337,1960.0,Unprovoked,usa,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,F,N
1338,1960.0,Unprovoked,south africa,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,M,N
1339,1960.0,Unprovoked,usa,48,"White shark, 4.9 m [16'] ",Apr,M,N
1340,1960.0,Invalid,bermuda,"21, 34,24 & 35",Questionable incident,Apr,M,
1341,1960.0,Unprovoked,australia,17,"White shark, 3.7 m [12'] ",Apr,M,N
1342,1960.0,Unprovoked,usa,42,"1.2 m [4'], possibly  larger shark",Mar,M,N
1343,1960.0,Unprovoked,australia,30 & 32,Two 2.1 m [7'] sharks,Feb,M,N
1344,1960.0,Invalid,usa,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,M,
1345,1960.0,Unprovoked,australia,13,Bull shark,Jan,M,Y
1346,1959.0,Unprovoked,australia,19,3.5 m [11.5'] shark,Nov,M,N
1347,1959.0,Unprovoked,australia,17,"""a small shark""",Nov,M,N
1348,1959.0,Unprovoked,australia,19,3 m to 4.3 m [10' to 14'] shark,Nov,M,N
1349,1959.0,Unprovoked,usa,21,"Blue shark, 1.5 m [5'] ",Nov,M,N
1350,1959.0,Unprovoked,usa,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,M,N
1351,1959.0,Unprovoked,fiji,36,"Tiger shark, 1.8 m [6']",Oct,M,N
1352,1959.0,Sea Disaster,usa,30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,M,N
1353,1959.0,Invalid,philippines,10,Shark involvement prior to death was not confirmed,Aug,M,
1354,1959.0,Unprovoked,japan,13 or 18,"Blue shark, 3 m [10']",Aug,M,Y
1355,1959.0,Unprovoked,usa,25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,M,N
1356,1959.0,Unprovoked,usa,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,M,Y
1357,1959.0,Unprovoked,usa,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,M,Y
1358,1959.0,Unprovoked,usa,19,"Tiger shark, 3.7 m [12']",May,M,N
1359,1959.0,Unprovoked,south africa,14,1.8 to 2.1 m [6' to 7'] shark,Feb,M,N
1360,1959.0,Unprovoked,australia,20,"Grey nurse shark, 1.8 m [6']",Jan,M,N
1361,1959.0,Unprovoked,australia,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,M,Y
1362,1959.0,Unprovoked,australia,17,1.8 m [6'] shark,Jan,M,N
