,year,type,country,age,species_,month,gender,dead
368,2009.0,Unprovoked,usa,18,4' shark,Nov,M,N
369,2009.0,Unprovoked,australia,25,2 m shark,Nov,M,N
370,2009.0,Boating,australia,27,"White shark, 4m",Oct,M,N
371,2009.0,Unprovoked,usa,54,6' to 8' shark,Oct,M,N
372,2009.0,Provoked,scotland,23,Angel shark,Oct,M,N
373,2009.0,Provoked,united kingdom,39,Spurdog,Oct,M,N
374,2009.0,Invalid,usa,60,Shark involvement prior to death not confirmed,Sep,M,Y
375,2009.0,Unprovoked,south africa,25,White shark,Aug,M,Y
376,2009.0,Unprovoked,usa,22,"White shark, 5' to 6' juvenile ",Aug,F,N
377,2009.0,Unprovoked,usa,56,Bull shark?,Aug,M,N
378,2009.0,Provoked,usa,43,"Nurse shark, 6'",Jul,F,N
379,2009.0,Unprovoked,australia,52,"Thought to involve a Bronze whale shark, 2m",Jun,M,N
380,2009.0,Invalid,usa,14,"Shark involvement probable, but not confirmed",Jun,M,
381,2009.0,Unprovoked,egypt,50,"Oceanic whitetip shark, 2.5 to 3m",Jun,F,Y
382,2009.0,Provoked,taiwan,46,80 kg shark,May,M,N
383,2009.0,Unprovoked,usa,31,blacktip or spinner shark,May,M,N
384,2009.0,Unprovoked,usa,49,blacktip or spinner shark,May,M,N
385,2009.0,Unprovoked,usa,55,blacktip or spinner shark,May,M,N
386,2009.0,Provoked,guam,27,"Blacktip shark, 4'",May,M,N
387,2009.0,Unprovoked,usa,31,2' to 3' shark,Apr,M,N
388,2009.0,Unprovoked,australia,40,2' to 3' shark,Apr,M,N
389,2009.0,Invalid,south africa,24,Shark involvement not confirmed,Apr,M,
390,2009.0,Unprovoked,australia,17,Bronze whaler shark?,Mar,M,N
391,2009.0,Unprovoked,usa,17,3' to 4' shark,Mar,F,N
392,2009.0,Unprovoked,usa,61,Thought to involve a cookie cutter shark,Mar,M,N
393,2009.0,Provoked,south africa,40,"Blue shark, 1m",Mar,M,N
394,2009.0,Unprovoked,australia,15,2.6 m shark,Mar,M,N
395,2009.0,Unprovoked,australia,33,"White shark, 2.5m ",Feb,M,N
396,2009.0,Unprovoked,australia,31,"Bull shark, 2.7 m ",Feb,M,N
397,2009.0,Unprovoked,australia,41,"White shark, 12' ",Feb,M,N
398,2009.0,Unprovoked,cuba,15,Bull shark,Jan,M,N
399,2009.0,Unprovoked,south africa,25,Tiger shark,Jan,M,Y
400,2009.0,Unprovoked,australia,24,"Dusky shark, 2m",Jan,M,N
401,2009.0,Unprovoked,australia,13,"White shark, 5m",Jan,F,N
402,2009.0,Unprovoked,australia,31,"White shark, 3.5m",Jan,M,N
403,2009.0,Unprovoked,new zealand,49,Broadnose sevengill shark,Jan,M,N
404,2008.0,Boating,australia,29,"White shark, 4m to 5m ",Dec,M,N
405,2008.0,Unprovoked,australia,51,4 to 5m white shark,Dec,M,Y
406,2008.0,Provoked,south africa,15,"Raggedtooth shark, 2m",Dec,M,N
407,2008.0,Provoked,australia,34,"Grey nurse shark, 3m",Oct,M,N
408,2008.0,Unprovoked,croatia,43,5 m white shark,Oct,M,N
409,2008.0,Unprovoked,usa,40,+3' shark,Sep,M,N
410,2008.0,Provoked,australia,43,Bronze whaler shark,Sep,M,N
411,2008.0,Unprovoked,usa,40,Tiger shark,Sep,M,N
412,2008.0,Unprovoked,australia,51,3 m shark,Sep,M,N
413,2008.0,Unprovoked,usa,52,4' shark,Sep,M,N
414,2008.0,Invalid,usa,27,Shark involvement not confirmed,Aug,M,
415,2008.0,Unprovoked,usa,26,6' shark,Aug,M,N
416,2008.0,Invalid,usa,20,Shark involvement not confirmed,Aug,F,
417,2008.0,Unprovoked,usa,38,8' bull shark or Caribbean reef shark,Aug,F,N
418,2008.0,Unprovoked,australia,31,8' white shark or 7-gill shark,Jul,M,N
419,2008.0,Unprovoked,usa,8,3' to 4' shark,Jul,F,N
420,2008.0,Unprovoked,usa,16,4' shark,Jul,M,N
421,2008.0,Invalid,usa,53,Shark involvement prior to death not confirmed,Jun,M,
422,2008.0,Unprovoked,south africa,46,"White shark, 2m",Jun,M,N
423,2008.0,Unprovoked,usa,37,4.5 to 5' shark,Jun,M,N
424,2008.0,Boating,usa,40,"White shark, 15'",Jun,F,N
425,2008.0,Unprovoked,usa,15,5' shark,Jun,F,N
426,2008.0,Unprovoked,brazil,14,Bull shark,Jun,M,N
427,2008.0,Unprovoked,mexico,49,3 m shark,May,M,N
428,2008.0,Unprovoked,australia,37,"White shark, 4m",May,M,N
429,2008.0,Unprovoked,new caledonia,40,2 small bull sharks,May,M,N
430,2008.0,Unprovoked,mexico,24,Tiger shark,Apr,M,Y
431,2008.0,Unprovoked,usa,18,4' shark,Apr,M,N
432,2008.0,Unprovoked,new caledonia,32,"Bull shark, 1.8m",Apr,M,N
433,2008.0,Unprovoked,usa,66,"White shark, 12' to 15'",Apr,M,Y
434,2008.0,Invalid,mexico,32,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",Apr,M,
435,2008.0,Invalid,australia,19,Shark involvement not confirmed; thought to be a barracuda bite,Apr,M,
436,2008.0,Unprovoked,usa,30,1.5' to 2' shark,Apr,M,N
437,2008.0,Unprovoked,australia,16,Bull shark,Apr,M,Y
438,2008.0,Unprovoked,usa,52,4' to 5' shark,Mar,M,N
439,2008.0,Unprovoked,usa,13,2.5' shark,Mar,M,N
440,2008.0,Unprovoked,usa,8,Shark involvement not confirmed,Mar,M,N
441,2008.0,Unprovoked,usa,27,White shark,Mar,M,N
442,2008.0,Unprovoked,bahamas,49,"A bull shark, according to some of the divers on the boat",Feb,M,Y
443,2008.0,Provoked,australia,20,"Mako shark, 90kg",Jan,M,N
444,2007.0,Unprovoked,australia,31,2 m shark,Dec,M,N
445,2007.0,Invalid,australia,34,Not a shark attack; it was a hoax,Dec,M,
446,2007.0,Unprovoked,usa,52,Tiger shark,Dec,M,N
447,2007.0,Unprovoked,south africa,14,1.5 to 2 m shark,Nov,M,N
448,2007.0,Unprovoked,usa,21,4' to 5' shark,Nov,M,N
449,2007.0,Unprovoked,usa,42,5' shark,Nov,M,N
450,2007.0,Unprovoked,south africa,37,"White shark, 3m to 4m",Nov,M,N
451,2007.0,Unprovoked,usa,32,Tiger shark,Oct,M,N
452,2007.0,Unprovoked,australia,52,"White shark, 2.5m ",Oct,F,N
453,2007.0,Unprovoked,australia,31,Bronze whaler shark,Oct,M,N
454,2007.0,Unprovoked,usa,22,3' to 4' shark,Oct,M,N
455,2007.0,Unprovoked,usa,16,"Blacktip shark, 5'",Oct,M,N
456,2007.0,Unprovoked,new caledonia,23,Tiger shark,Sep,F,Y
457,2007.0,Unprovoked,bahamas,48,Caribbean reef shark,Sep,F,N
458,2007.0,Unprovoked,egypt,18 or 20,Oceanic whitetip sharks were in the vicinity,Sep,F,N
459,2007.0,Unprovoked,usa,23,3' shark,Sep,M,N
460,2007.0,Unprovoked,usa,Teen,9.5' shark?,Sep,F,N
461,2007.0,Unprovoked,usa,14,"Nurse shark, 2' to 3' ",Sep,M,N
462,2007.0,Unprovoked,usa,12,"18"" to 24"" shark",Sep,F,N
463,2007.0,Unprovoked,usa,58,Possibly a spinner shark,Sep,M,N
464,2007.0,Unprovoked,usa,15,"Tiger shark, 10' to 12' ",Aug,M,N
465,2007.0,Unprovoked,usa,24,"White shark, 12'",Aug,M,N
466,2007.0,Unprovoked,usa,54,3' shark,Aug,M,N
467,2007.0,Unprovoked,usa,27,3' shark,Aug,M,N
468,2007.0,Unprovoked,usa,16,4' to 5' shark,Aug,M,N
469,2007.0,Unprovoked,usa,20,Possibly a 6' bull shark,Aug,M,N
470,2007.0,Unprovoked,usa,15, ,Aug,F,N
471,2007.0,Unprovoked,usa,19,Possibly a 10' bull shark,Aug,F,N
472,2007.0,Unprovoked,usa,36, ,Jul,M,N
473,2007.0,Unprovoked,australia,15,"Bronze whaler shark, 1.5 m ",Jul,M,N
474,2007.0,Unprovoked,usa,14,2' to 3' shark,Jul,M,N
475,2007.0,Invalid,usa,43,Shark involvement not confirmed,Jul,F,
476,2007.0,Unprovoked,usa,30,5' shark,Jul,F,N
477,2007.0,Unprovoked,bahamas,48,"Bull shark, 5' ",Jul,F,N
478,2007.0,Unprovoked,usa,20,4' shark,Jun,M,N
479,2007.0,Invalid,usa,9,Shark involvement not confirmed,Jun,F,
480,2007.0,Provoked,usa,40,A 10-year-old 94-pound pregnant blacktip reef shark,May,F,N
481,2007.0,Provoked,england,38,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",Reported,M,N
482,2007.0,Unprovoked,australia,38,2.5 m shark,May,F,N
483,2007.0,Unprovoked,australia,19,10' shark,May,M,N
484,2007.0,Unprovoked,usa,21,4' to 5' shark,May,F,N
485,2007.0,Invalid,australia,45,Shark involvement prior to death was not confirmed,May,M,
486,2007.0,Unprovoked,usa,63,"Tiger shark, 14' ",May,F,N
487,2007.0,Unprovoked,usa,68,6' to 8' shark,May,M,N
488,2007.0,Unprovoked,australia,13,"""a small shark""",Apr,F,N
489,2007.0,Unprovoked,usa,12,blacktip or spinner shark,Apr,M,N
490,2007.0,Unprovoked,usa,24,3' to 4' shark,Apr,M,N
491,2007.0,Unprovoked,new caledonia,26,Tiger shark,Apr,M,N
492,2007.0,Unprovoked,usa,27,3' shark,Mar,M,N
493,2007.0,Unprovoked,usa,11,4' to 5' shark,Mar,M,N
494,2007.0,Unprovoked,australia,42,1.5 m shark,Mar,F,N
495,2007.0,Unprovoked,australia,59,2 to 2.5 m shark,Mar,F,N
496,2007.0,Unprovoked,new caledonia,30,Tiger shark,Jan,M,N
497,2007.0,Unprovoked,australia,41,"White shark, 3m",Jan,M,N
498,2007.0,Unprovoked,south africa,24,Tiger shark,Jan,M,Y
499,2007.0,Invalid,usa,54,"24"" to 30"" shark",Jan,M,
500,2007.0,Unprovoked,usa,24,"6' to 8' shark, possibly a tiger shark",Jan,M,N
501,2006.0,Unprovoked,australia,25,2.5 to 3 m shark,Dec,M,N
502,2006.0,Unprovoked,new zealand,10,2 to 3 m shark,Dec,M,N
503,2006.0,Unprovoked,usa,43,"White shark, 12' to 15' ",Dec,M,N
504,2006.0,Provoked,south africa,25,"Raggedtooth shark, 150-kg",Dec,M,N
505,2006.0,Unprovoked,australia,15,"White shark, 5m ",Dec,M,N
506,2006.0,Unprovoked,usa,29,2 m to 3 m shark,Nov,M,N
507,2006.0,Unprovoked,usa,22,"White shark, 16' ",Oct,M,N
508,2006.0,Unprovoked,usa,18,3' to 3.5' shark,Oct,M,N
509,2006.0,Unprovoked,usa,55,Spinner shark,Sep,M,N
510,2006.0,Invalid,australia,44,No shark involvement,Sep,M,
511,2006.0,Unprovoked,usa,33,3' shark,Sep,M,N
512,2006.0,Unprovoked,south africa,24,White shark,Aug,M,N
513,2006.0,Unprovoked,usa,41,White shark?,Jul,M,N
514,2006.0,Unprovoked,south africa,19,"White shark, 3m to 4m",Jul,M,N
515,2006.0,Unprovoked,usa,14, ,Jul,M,N
516,2006.0,Unprovoked,usa,49,"Angel shark, 1.2m ",Jul,M,N
517,2006.0,Unprovoked,usa,14,5' to 6' spinner or bull shark,Jul,F,N
518,2006.0,Unprovoked,usa,22,Possibly a 1' to 3' blacktip or spinner shark,Jun,F,N
519,2006.0,Unprovoked,usa,24,2' to 3' shark,Jun,M,N
520,2006.0,Unprovoked,usa,7,3' to 4' shark,Jun,F,N
521,2006.0,Unprovoked,australia,40,14' white shark,Jun,M,N
522,2006.0,Unprovoked,usa,26,"Tiger shark, 8' to 12'",May,M,N
523,2006.0,Provoked,usa,15,"Grey reef shark, 5' to 8' ",May,M,N
524,2006.0,Unprovoked,usa,30s,"Tiger shark, 10' to 12'",May,F,N
525,2006.0,Provoked,australia,46,"Wobbegong shark, 2 m ",May,M,N
526,2006.0,Provoked,usa,35,"Bull shark, 4' to bull shark",Apr,M,N
527,2006.0,Unprovoked,australia,15,"Bronze whaler shark, a  juvenile ",Apr,M,N
528,2006.0,Unprovoked,south africa,15,"Raggedtooth shark, 2.5 m to 3 m ",Apr,M,N
529,2006.0,Unprovoked,brazil,35,Tiger shark,Apr,M,N
530,2006.0,Unprovoked,usa,28,"Tiger shark, 10'  ",Mar,F,N
531,2006.0,Unprovoked,fiji,21,"Tiger shark, 5' ",Mar,M,N
532,2006.0,Unprovoked,australia,15,"Bronze whaler shark, 2 m",Mar,M,N
533,2006.0,Unprovoked,usa,15,5' to 7' shark,Feb,F,N
534,2006.0,Invalid,usa,45,Invalid,Feb,M,
535,2006.0,Unprovoked,south africa,15,Raggedtooth shark,Feb,M,N
536,2006.0,Unprovoked,tonga,24,Tiger shark,Feb,F,Y
537,2006.0,Boating,usa,57,12' to 18' shark,Feb,M,N
538,2006.0,Unprovoked,australia,52,3.5 m white shark,Jan,M,N
539,2006.0,Unprovoked,australia,21,Bull shark,Jan,F,Y
540,2006.0,Unprovoked,usa,21,4' shark,Jan,M,N
541,2005.0,Unprovoked,usa,30,White shark,Dec,M,N
542,2005.0,Unprovoked,usa,29,Tiger shark,Dec,M,N
543,2005.0,Unprovoked,australia,44,Whitetip reef shark,Dec,M,N
544,2005.0,Unprovoked,usa,23,4' shark,Nov,M,N
545,2005.0,Unprovoked,australia,18,1.8 m shark,Nov,M,N
546,2005.0,Unprovoked,usa,30s,4' shark,Nov,M,N
547,2005.0,Provoked,south africa,32,"Raggedtooth shark, 2.5m ",Nov,M,N
548,2005.0,Unprovoked,usa,18,6' shark,Nov,M,N
549,2005.0,Unprovoked,usa,26,12' to 14' white shark,Nov,M,N
550,2005.0,Unprovoked,st. maartin,55,2' shark,Oct,M,N
551,2005.0,Unprovoked,south africa,20,3 m shark,Oct,M,N
552,2005.0,Unprovoked,usa,36,White shark,Oct,M,N
553,2005.0,Unprovoked,usa,20,18' white shark,Oct,F,N
554,2005.0,Unprovoked,usa,22,"Tiger shark, less than 10'",Oct,M,N
555,2005.0,Unprovoked,grand cayman,57,Caribbean reef sharks,Oct,F,N
556,2005.0,Unprovoked,south africa,52,White shark,Oct,M,N
557,2005.0,Unprovoked,australia,26,14' to 16' white shark,Sep,M,N
558,2005.0,Unprovoked,australia,44,Bronze whaler shark,Sep,M,N
559,2005.0,Unprovoked,usa,68,3' to 4' shark,Sep,F,N
560,2005.0,Unprovoked,usa,18,Bull shark,Sep,F,N
561,2005.0,Unprovoked,australia,40,4 m [13'] white shark,Sep,M,N
562,2005.0,Unprovoked,australia,23,White shark,Aug,M,Y
563,2005.0,Unprovoked,usa,37,juvenile white shark,Aug,M,N
564,2005.0,Invalid,usa,17,Shark involvement not confirmed,Aug,M,
565,2005.0,Unprovoked,usa,8,Possibly a sandbar shark or small blacktip shark,Aug,M,N
566,2005.0,Unprovoked,usa,16,1.8 m [6'] shark,Aug,M,N
567,2005.0,Invalid,usa,25,Shark involvement not confirmed,Jul,M,
568,2005.0,Unprovoked,usa,22,[4.5' to 5'] shark,Jul,M,N
569,2005.0,Unprovoked,usa,14,[4' to 5'],Jul,F,N
570,2005.0,Unprovoked,usa,16,Bull shark,Jun,M,N
571,2005.0,Unprovoked,usa,14,1.8 m [6'] bull shark,Jun,F,Y
572,2005.0,Unprovoked,vanuatu,7,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Jun,F,Y
573,2005.0,Invalid,usa,49,Invalid,Jun,M,
574,2005.0,Unprovoked,usa,20,"Unknown, but it was reported that a shark tooth was recovered from the wound",Jun,M,N
575,2005.0,Invalid,usa,17,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",Jun,M,
576,2005.0,Unprovoked,south africa,22,White shark,Jun,M,Y
577,2005.0,Unprovoked,usa,33,"""small shark""",May,M,N
578,2005.0,Unprovoked,south africa,32,Raggedtooth shark,May,M,N
579,2005.0,Unprovoked,usa,47,"Tiger shark, 3 m [10']",May,M,N
580,2005.0,Provoked,australia,25,"Mako shark, 1.5 m [5'] ",Apr,M,N
581,2005.0,Unprovoked,australia,40,Bronze whaler shark,Apr,M,N
582,2005.0,Unprovoked,south africa,32,4 m [13'] shark,Mar,M,N
583,2005.0,Unprovoked,australia,26,6 m [20'] white shark,Mar,M,Y
584,2005.0,Provoked,usa,45,"Sandtiger shark, 2.1 m [7'] ",Mar,M,N
585,2005.0,Boating,new zealand,39,White shark,Jan,M,N
586,2004.0,Unprovoked,australia,18,4.5 m & 5 m white shark ,Dec,M,Y
587,2004.0,Unprovoked,australia,38,Bull shark,Dec,M,Y
588,2004.0,Unprovoked,south africa,20,Raggedtooth shark,Nov,M,N
589,2004.0,Unprovoked,south africa,77,6 m [20'] white shark,Nov,F,Y
590,2004.0,Unprovoked,usa,38,5.5 m [18'] white shark,Nov,,N
591,2004.0,Unprovoked,cuba,40,2.5 m [8.25'] bull shark,Oct,M,N
592,2004.0,Unprovoked,south africa,52,2 m [6.75'] white shark,Oct,M,N
593,2004.0,Unprovoked,australia,59,"Bronze whaler shark, 2.4 m [8'] ",Oct,M,N
594,2004.0,Unprovoked,usa,34,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",Oct,M,N
595,2004.0,Unprovoked,south africa,34,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",Oct,M,N
596,2004.0,Unprovoked,reunion,15,Thought to involve a 2.5 m bull or tiger shark,Oct,M,N
597,2004.0,Unprovoked,usa,26,White shark,Sep,M,N
598,2004.0,Unprovoked,usa,17,2.4 m [8'] shark,Sep,F,N
599,2004.0,Unprovoked,brazil,24,"Tiger shark, 1.5 m ",Aug,M,N
600,2004.0,Unprovoked,usa,50,4.9 m to 5.5 m [16' to 18'] white shark,Aug,M,Y
601,2004.0,Unprovoked,usa,47,1.2 m [4'] shark,Aug,M,N
602,2004.0,Unprovoked,usa,13,1.8 m [6'] shark,Jul,F,N
603,2004.0,Unprovoked,usa,19,1.2 m to 1.5 m [4' to 5'] shark,Jul,F,N
604,2004.0,Unprovoked,usa,11,Bull shark,Jul,M,N
605,2004.0,Unprovoked,australia,30,"2 sharks, 4.5 m & 3 m ",Jul,M,Y
606,2004.0,Unprovoked,usa,7,4' to 5' shark,Jul,M,N
607,2004.0,Unprovoked,usa,45,"9'2"" white shark",Jun,M,N
608,2004.0,Unprovoked,australia,17,"Bronze whaler shark, 2.5 m [8.25'] ",Jun,M,N
609,2004.0,Unprovoked,usa,8,1.2 m [4'] shark,Jun,M,N
610,2004.0,Unprovoked,south africa,21,White shark,Jun,M,Y
611,2004.0,Unprovoked,usa,16,0.9 m to 1.5 m [3' to 5'] shark,May,M,N
612,2004.0,Unprovoked,brazil,17,Bull shark,May,M,N
613,2004.0,Unprovoked,usa,44,2.4 m to 3.7 m [8' to 12'] shark,May,M,N
614,2004.0,Provoked,bahamas,63,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",May,M,N
615,2004.0,Unprovoked,usa,28,"Mako shark, 1.8 m [6']",May,M,N
616,2004.0,Unprovoked,usa,57,Tiger shark,Apr,M,Y
617,2004.0,Unprovoked,south africa,16,5 m [16.5'] white shark,Apr,M,N
618,2004.0,Unprovoked,usa,20,1.2 m [4'] bull shark,Mar,M,N
619,2004.0,Unprovoked,brazil,22,bull shark,Mar,M,N
620,2004.0,Unprovoked,reunion,20,2.5 m shark,Mar,M,N
621,2004.0,Unprovoked,usa,51,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Mar,M,N
622,2004.0,Unprovoked,new zealand,15,2 m [6.75'] sevengill  shark,Feb,M,N
623,2004.0,Invalid,australia,31,Shark involvement not confirmed,Feb,M,
624,2004.0,Unprovoked,australia,46,4 m to 5 m [13' to 16.5'] white shark,Jan,M,N
625,2004.0,Unprovoked,venezuela,40,"Bull shark, 132-kg [291-lb] ",Jan,M,N
626,2003.0,Unprovoked,south africa,21,"Tiger shark, 4 m [13']  ?",Nov,M,Y
627,2003.0,Unprovoked,usa,35,4' shark,Nov,F,N
628,2003.0,Unprovoked,usa,18,1.2 m to 1.5 m [4' to 5'] shark,Oct,M,N
629,2003.0,Unprovoked,australia,22,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",Oct,M,N
630,2003.0,Unprovoked,usa,13,"Tiger shark, 14' ",Oct,F,N
631,2003.0,Invalid,usa,56,Shark involvement not confirmed,Oct,M,
632,2003.0,Unprovoked,usa,19,1.2 m [4'] shark,Oct,M,N
633,2003.0,Unprovoked,usa,41,"1.2 m [4'] ""grey-colored shark""",Oct,F,N
634,2003.0,Unprovoked,usa,30,3' shark,Sep,M,N
635,2003.0,Invalid,usa,8 or 10,Shark involvement doubtful,Sep,F,
636,2003.0,Unprovoked,usa,18,6' shark,Sep,M,N
637,2003.0,Unprovoked,usa,15,7' shark,Sep,M,N
638,2003.0,Unprovoked,south africa,19,White shark,Sep,M,Y
639,2003.0,Unprovoked,usa,50,4.5 m to 5.5 m [15' to 18'] white shark,Aug,F,Y
640,2003.0,Invalid,usa,31,Shark involvement not confirmed,Aug,M,
641,2003.0,Unprovoked,south africa,16,3.5 m [11.5'] white shark,Aug,M,N
642,2003.0,Unprovoked,bahamas,58,Unidentified species,Jul,M,N
643,2003.0,Provoked,usa,10,2' shark,Jul,M,N
644,2003.0,Unprovoked,bahamas,39,2.1 m  [7'] bull shark,Jul,M,N
645,2003.0,Unprovoked,usa,17,Unidentified species,Jun,M,N
646,2003.0,Unprovoked,usa,15,106 cm [3.5']  shark,Jun,M,N
647,2003.0,Unprovoked,usa,12,small brown shark,Jun,F,N
648,2003.0,Unprovoked,usa,60,3.7 m to 4.3 m [12' to 14'] shark,Jun,M,N
649,2003.0,Unprovoked,usa,33,"""sand shark""",Jun,M,N
650,2003.0,Unprovoked,usa,22,3' to 5' shark,May,M,N
651,2003.0,Unprovoked,usa,20,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,May,M,N
652,2003.0,Provoked,usa,34,4' to 5' shark,May,M,N
653,2003.0,Unprovoked,brazil,17,Bull shark,Apr,M,N
654,2003.0,Unprovoked,usa,36,Unidentified species,Apr,M,N
655,2003.0,Unprovoked,usa,17,Unidentified species,Apr,M,N
656,2003.0,Unprovoked,usa,30,Unidentified species,Apr,M,N
657,2003.0,Unprovoked,usa,23,0.9 m to 1.2 m [3' to 4'] shark,Apr,M,N
658,2003.0,Unprovoked,usa,18,Unidentified species,Apr,M,N
659,2003.0,Unprovoked,usa,11,A small shark,Apr,M,N
660,2003.0,Unprovoked,usa,12,Unidentified species,Apr,M,N
661,2003.0,Unprovoked,usa,20,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",Apr,M,N
662,2003.0,Unprovoked,venezuela,28,"Mako shark, 3 m [10']",Apr,M,N
663,2003.0,Unprovoked,usa,50,4' to 5' shark,Apr,M,N
664,2003.0,Unprovoked,new zealand,44,2.5 m [8.25'] white shark,Feb,M,N
665,2003.0,Unprovoked,australia,37,"""a small shark""",Feb,M,N
666,2003.0,Unprovoked,usa,54,Species unidentified,Feb,M,N
667,2003.0,Unprovoked,australia,24,Thought to involve a 2 m [6.75'] grey nurse shark,Feb,M,N
668,2003.0,Unprovoked,australia,84,Thought to involve a >2 m [6.75'] bull shark,Feb,M,Y
669,2003.0,Invalid,south africa,14,Shark involvement prior to death was not confirmed,Jan,M,
670,2002.0,Unprovoked,south africa,25,"White shark, 4 m white shark",Dec,M,N
671,2002.0,Unprovoked,australia,23,Bull shark,Dec,M,Y
672,2002.0,Unprovoked,usa,48,3 m to 4.5 m [10' to 15'] white shark,Nov,M,N
673,2002.0,Unprovoked,usa,34,2.4 m to 3 m [8' to 10'] grey colored shark,Nov,F,N
674,2002.0,Unprovoked,turks & caicos,41,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,Nov,F,N
675,2002.0,Unprovoked,usa,21,6' shark,Nov,M,N
676,2002.0,Unprovoked,usa,16,3' to 4' shark,Nov,M,N
677,2002.0,Unprovoked,usa,60,A small shark,Oct,F,N
678,2002.0,Unprovoked,brazil,36,Possibly a bull shark or tiger shark,Oct,M,Y
679,2002.0,Unprovoked,usa,14,Blacktip or spinner shark,Oct,M,N
680,2002.0,Unprovoked,usa,35,3.5' to 4.5' shark,Oct,M,N
681,2002.0,Unprovoked,usa,18,3.5' to 4' shark,Oct,M,N
682,2002.0,Unprovoked,usa,47,4' to 5' shark,Sep,M,N
683,2002.0,Unprovoked,usa,55,1.2 m [4'] blacktip shark,Sep,M,N
684,2002.0,Provoked,usa,  ,1.8 m [6'] blacktip shark,Sep,M,N
685,2002.0,Provoked,tonga, ,"Tiger shark, 1.5 m [5']k",Sep,M,N
686,2002.0,Unprovoked,usa,24,2.4 m [8'] shark,Sep,M,N
687,2002.0,Unprovoked,usa,35,3 m to 3.7 m [10' to 12'] shark,Sep,M,N
688,2002.0,Unprovoked,brazil,19,Bull or tiger shark,Sep,M,N
689,2002.0,Unprovoked,south africa,47,White shark,Sep,M,N
690,2002.0,Unprovoked,usa,20,4' to 6' shark,Sep,M,N
691,2002.0,Provoked,usa,36,1' to 2' hammerhead or bonnethed shark,Sep,M,N
692,2002.0,Unprovoked,usa,16,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Aug,M,N
693,2002.0,Unprovoked,usa,27,0.9 m  to 1.2 m [3' to 4'] shark,Aug,M,N
694,2002.0,Unprovoked,usa,15,"Nurse shark, 1.5 m [5'] ",Aug,M,N
695,2002.0,Unprovoked,usa,14,1.2 m to 1.5 m [4' to 5'] shark,Aug,M,N
696,2002.0,Unprovoked,usa,13,1.2 m [4'] blacktip or sandbar shark,Jul,M,N
697,2002.0,Unprovoked,usa,15,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Jul,F,N
698,2002.0,Provoked,usa,41,"Mako shark, 400-lb ",Jul,M,Y
699,2002.0,Unprovoked,brazil,22,Bull or tiger shark,Jul,M,N
700,2002.0,Unprovoked,usa,9,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",Jul,F,N
701,2002.0,Unprovoked,usa,28,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,Jun,M,N
702,2002.0,Unprovoked,usa,50,  ,Jun,M,N
703,2002.0,Unprovoked,south africa,50,1.5 to 2.5 m [5' to 8.25'] copper shark,Jun,M,N
704,2002.0,Unprovoked,usa,24,3.7 m to 4.3 m [12' to 14'] white shark,May,M,N
705,2002.0,Unprovoked,usa,16,1 m  shark,May,M,N
706,2002.0,Provoked,usa,55,3' blacktip shark,May,M,N
707,2002.0,Unprovoked,australia,23,"White shark, 6m [20']",Apr,M,Y
708,2002.0,Unprovoked,usa,34,1.2 m [4'] shark,Apr,M,N
709,2002.0,Unprovoked,bahamas,43,"Bull shark, 400-lb ",Apr,M,N
710,2002.0,Unprovoked,usa,41,3'  shark,Apr,M,N
711,2002.0,Unprovoked,usa,29,0.9 m [3'] shark,Apr,M,N
712,2002.0,Unprovoked,usa,17,Tiger shark,Mar,M,N
713,2002.0,Unprovoked,usa,11,  ,Mar,F,N
714,2002.0,Unprovoked,usa,20,4' shark,Mar,M,N
715,2002.0,Unprovoked,usa,39,"Nurse shark, 1m ",Mar,M,N
716,2002.0,Unprovoked,usa,31,"Spinner shark, 3' to 4' ",Mar,M,N
717,2002.0,Unprovoked,australia,30 or 36,"1.5 m [5'] ""whaler shark""",Feb,M,N
718,2002.0,Boating,australia,35,C. leucas tooth fragment recovered from kayak,Feb,M,N
719,2002.0,Unprovoked,australia,20,"Tiger shark, 3 m [10']",Jan,M,N
720,2002.0,Unprovoked,south africa,16,Zambesi shark?,Jan,M,N
721,2002.0,Unprovoked,south africa,26,Unidentified,Jan,M,N
